name,mass,massRound,year,reclat,reclong
Yamato 792506,532,3,1979,-71.5,35.66667
Genichesk,531,3,1927,46.7,32.6
Northwest Africa 4553,531,3,2006,0,0
Asuka 881738,531,3,1988,-72,26
Elephant Moraine 83230,530,3,1983,-76.30083,157.25139
Graves Nunataks 98012,530,3,1998,-86.71667,-141.5
Dhofar 686,530,3,2001,19.3445,54.72835
Northwest Africa 6081,530,3,2008,0,0
Dhofar 1577,530,3,2008,19.2872,54.63597
Hammadah al Hamra 260,530,3,,28.613,12.94717
Jiddat al Harasis 410,530,3,2007,19.68598,56.6227
Ramlat al Wahibah 037,530,3,2006,21.37602,58.41207
Nantong,529,3,1984,32.11667,121.8
Pecora Escarpment 91040,529,3,1991,-85.67764,-69.06243
Asuka 882061,528,3,1988,-72,26
Jiddat al Harasis 343,528,3,2006,19.75175,56.57985
Lewis Cliff 88015,528,3,1988,-84.28333,161.08333
Jiddat al Harasis 358,528,3,2003,19.35357,55.6231
Asuka 881949,528,3,1988,-72,26
Roosevelt County 020,528,3,1983,34.13333,-103.56667
Las Cruces,528,3,2001,-23.38316,-70.58605
Miller Range 090056,528,3,2009,0,0
Jiddat al Harasis 327,528,3,2006,19.67398,55.73695
Dhofar 1000,527,3,1998,18.48778,54.18085
Elephant Moraine 87531,527,3,1987,-76.2826,157.23989
Lewis Cliff 85321,527,3,1985,-84.29821,161.31934
Dar al Gani 362,527,3,1997,27.85883,15.8815
Asuka 881230,526,3,1988,-72,26
Acfer 213,526,3,1991,27.68111,4.30694
Dar al Gani 447,526,3,1998,27.46067,16.17083
Dhofar 428,526,3,2001,18.7899,54.48852
Northwest Africa 2565,526,3,2004,0,0
Queen Alexandra Range 99095,526,3,1999,-84,168
LaPaz Icefield 03572,525,3,2003,-86.36667,-70
Lewis Cliff 86016,525,3,1986,-84.28473,161.5859
Dar al Gani 315,525,3,1997,27.12217,16.312
Miller Range 090068,525,3,2009,0,0
Northwest Africa 5930,525,3,2009,0,0
Asuka 881768,525,3,1988,-72,26
Asuka 87338,525,3,1987,-72,26
Monument Draw,525,3,1985,32.50333,-102.74333
Lewis Cliff 97207,524,3,1997,-84.26667,161.5
Larkman Nunatak 06289,524,3,2006,0,0
Poison Spring,524,3,1971,38.17,-110.36667
Northwest Africa 5783,524,3,2008,0,0
Northwest Africa 6685,524,3,2010,0,0
Hammadah al Hamra 112,523,3,1995,28.64267,13.268
Yamato 983900,522,3,1998,0,0
Roosevelt County 081,522,3,1969,33.63333,-103.16667
Pecora Escarpment 91021,522,3,1991,-85.68853,-68.33784
Dar al Gani 093,522,3,1995,27.2705,16.04067
Dar al Gani 936,522,3,2000,27.21667,16.11667
Dhofar 318,522,3,2001,18.18,54.175
Ramlat as Sahmah 253,522,3,2005,20.04812,56.48325
Pecora Escarpment 91038,521,3,1991,-85.68694,-68.77006
Pecora Escarpment 91027,521,3,1991,-85.65518,-68.86379
Shişr 165,521,3,2008,18.6066,53.96015
Asuka 881829,521,3,1988,-72,26
Elephant Moraine 83209,520,3,1983,-76.32611,157.17806
Acfer 307,520,3,1992,27.49083,3.89778
Yamato 982859,520,3,1998,0,0
Northwest Africa 7219,520,3,2010,0,0
Northwest Africa 6916,520,3,2011,0,0
Northwest Africa 7564,520,3,2011,0,0
Jiddat al Harasis 384,520,3,2003,19.28098,55.78318
Sayh al Uhaymir 463,519,3,2008,20.01585,56.55805
Ramlat as Sahmah 342,519,3,2010,20.76032,55.43335
Asuka 881643,519,3,1988,-72,26
Dhofar 792,519,3,2001,19.06843,54.53502
LaPaz Icefield 10132,519,3,2010,0,0
Graves Nunataks 95211,519,3,1995,-86.71667,-141.5
Meteorite Hills 01025,519,3,2001,-79.68333,159.75
Larkman Nunatak 06314,518,3,2006,0,0
Acfer 266,518,3,1991,27.72722,4.17056
Hammadah al Hamra 132,518,3,1995,28.4715,13.01867
Meteorite Hills 00461,518,3,2000,-79.68333,159.75
Pecora Escarpment 02070,518,3,2002,-85.63333,-68.7
Acfer 066,517,3,1990,27.63333,4.06667
El Médano 155,517,3,2011,-24.85,-70.53333
Northwest Africa 7856,517,3,2013,0,0
Meteorite Hills 00465,516,3,2000,-79.68333,155.75
Dhofar 185,516,3,2000,18.87222,54.47861
Jiddat al Harasis 661,516,3,2011,19.8924,56.66768
Timmersoi,516,3,1966,18.91667,6.25
Dar al Gani 016,516,3,1995,27.098,16.32233
Northwest Africa 6278,516,3,2010,0,0
Allan Hills A81026,516,3,1981,-76.68139,159.34667
Jiddat al Harasis 694,516,3,2011,19.05345,55.55842
Yamato 983263,515,3,1998,0,0
Paitan,515,3,1910,17.74333,120.45583
Lawrence,515,3,1928,38.96667,-95.16667
Hammadah al Hamra 086,515,3,1995,28.62,13.36183
Asuka 87341,515,3,1987,-72,26
Thiel Mountains 91710,515,3,1991,-85.16103,-94.55959
Lewis Cliff 85324,514,3,1985,-84.28681,161.35491
Dhofar 547,514,3,2001,19.37919,54.16786
Jiddat al Harasis 441,514,3,2007,19.60597,56.4297
Elephant Moraine 92039,514,3,1992,-85.63333,157.16667
Queen Alexandra Range 93033,513,3,1993,-84,168
Naruna (b),513,3,1942,30.95,-98.28333
Muckera 001,513,3,1950,-30.08333,130.03333
Oro Grande,513,3,1971,32.37167,-106.25833
Dar al Gani 262,513,3,1997,27.18367,16.30033
Dhofar 545,513,3,2001,19.35225,54.63828
Dhofar 688,513,3,2001,19.35335,54.7402
Graves Nunataks 98016,513,3,1998,-86.71667,-141.5
Northwest Africa 2583,512,3,2004,0,0
Northwest Africa 2679,512,3,2004,0,0
Northwest Africa 3200,512,3,2004,0,0
Coyote Dry Lake 223,512,3,2004,35.03842,-116.75818
Miller Range 090102,511,3,2009,0,0
Hammadah al Hamra 055,511,3,1994,28.98983,13.05983
Dar al Gani 123,511,3,1996,27.11067,16.07017
Thiel Mountains 08005,511,3,2008,-85.387,-87.11583
Elephant Moraine 83215,510,3,1983,-76.30361,157.23389
Yamato 793533,510,3,1979,-71.5,35.66667
Acfer 208,510,3,1991,27.50472,3.88194
Northwest Africa 025,510,3,1999,30.33333,-5.83333
Northwest Africa 2676,510,3,2004,0,0
Dhofar 1583,510,3,2004,18.49767,54.33017
Dhofar 1492,510,3,2008,18.77583,54.45433
Northwest Africa 6675,510,3,2010,0,0
Yamato 983250,510,3,1998,0,0
Asuka 87312,510,3,1987,-72,26
Queen Alexandra Range 97007,508,3,1997,-84,168
Dhofar 939,508,3,2002,18.20833,54.12
Yamato 790757,508,3,1979,-71.5,35.66667
Northwest Africa 5337,507,3,2007,0,0
LaPaz Icefield 02323,507,3,2002,-86.36667,-70
Yamato 791427,507,3,1979,-71.5,35.66667
Northwest Africa 7072,507,3,2011,0,0
Jiddat al Harasis 726,507,3,,19.69833,55.25472
Sayh al Uhaymir 422,506,3,2005,20.84918,56.94902
Acfer 315,506,3,1992,27.69972,4.18611
Dhofar 1018,506,3,2001,18.71522,54.37633
Northwest Africa 6430,506,3,2010,0,0
Los Vientos 025,506,3,2011,-24.68333,-69.76667
Allan Hills A79029,506,3,1979,-76.71667,159.66667
Hammadah al Hamra 057,505,3,1994,28.94,13.0665
Dar al Gani 211,505,3,1996,27.54733,16.3655
Dar al Gani 757,505,3,1999,27.8325,15.88533
Northwest Africa 7236,505,3,2011,0,0
Dhofar 099,504,3,1999,18.857,54.48533
Jiddat al Harasis 294,504,3,2005,19.79585,56.47767
Shişr 031,504,3,2003,18.21335,53.84675
Allan Hills A77249,504,3,1977,-76.71667,159.66667
Dhofar 689,503,3,2001,19.37513,54.74853
Northwest Africa 6079,503,3,2008,0,0
Northwest Africa 7493,503,3,2012,0,0
Pecora Escarpment 91041,503,3,1991,-85.66692,-68.14338
Jiddat al Harasis 205,502,3,2002,19.98662,56.41728
Eustis,502,3,1918,28.83333,-81.68333
Carlisle Lakes 005,502,3,1977,-29.18333,127.16667
Lewis Cliff 86018,502,3,1986,-84.27666,161.64926
Hammadah al Hamra 122,502,3,1995,28.4815,13.319
Dar al Gani 625,502,3,1998,27.35517,16.2035
Dar al Gani 398,502,3,1998,27.8365,15.8245
Dhofar 1283,502,3,2005,18.55392,54.01958
Jiddat al Harasis 495,502,3,2007,19.78508,56.41243
Wisconsin Range 91612,501,3,1991,-86.47899,-123.42924
Dhofar 314,501,3,2001,19.31833,54.73
Jiddat al Harasis 381,501,3,2003,19.30747,55.69782
Dhofar 1170,501,3,2005,19.218111,54.917417
Northwest Africa 7323,501,3,2012,0,0
Miller Range 090031,500,3,2009,0,0
Borodino,500,3,1812,55.46667,35.86667
Montlivault,500,3,1838,47.63333,1.58333
Botetourt County,500,3,1850,37.5,-79.75
Phu Hong,500,3,1887,11.25,108.58333
Forrest Lakes,500,3,1948,-29.41667,129.5
Nuevo Laredo,500,3,1950,27.5,-99.5
Thoreau,500,3,1954,35.28333,-108.26667
Essebi,500,3,1957,2.88333,30.83333
al-Ghanim (iron),500,3,1960,19.83333,54.08333
Caldera,500,3,1967,-27.05,-70.8
Yamato 7304,500,3,1973,-71.5,35.66667
Daraj 005,500,3,1986,29.59806,11.94028
Yarle Lakes 002,500,3,1991,-30.36417,131.3745
Dar al Gani 997,500,3,1999,26.91667,16.66667
Dhofar 668,500,3,2001,19.1005,54.77292
Northwest Africa 6167,500,3,2003,0,0
Puerto Lápice,500,3,2007,39.35,-3.51667
Dhofar 1542,500,3,2008,18.17417,54.28133
Northwest Africa 6819,500,3,2009,0,0
Northwest Africa 6266,500,3,2010,0,0
Northwest Africa 7215,500,3,2010,0,0
Northwest Africa 6636,500,3,2011,0,0
Northwest Africa 6649,500,3,2011,0,0
Northwest Africa 7860,500,3,2012,0,0
Dhofar 207,500,3,1999,18.26333,54.06833
Sayh al Uhaymir 261,499,3,2002,20.66843,57.15937
Northwest Africa 2607,499,3,2004,0,0
Yamato 790748,499,3,1979,-71.5,35.66667
Lishui,498,3,1978,31.63333,118.98333
Lea County 001,498,3,1988,32.03333,-103.15
Miller Range 090122,498,3,2009,0,0
Jiddat al Harasis 344,497,3,2006,19.69992,56.58197
Yamato 791566,497,3,1979,-71.5,35.66667
Northwest Africa 5799,497,3,2008,0,0
Miller Range 85600,497,3,1985,-83.25,157
Queen Alexandra Range 93043,497,3,1993,-84,168
Asuka 881782,497,3,1988,-72,26
Asuka 880615,497,3,1988,-72,26
Jiddat al Harasis 553,497,3,2008,19.5987,55.18773
Miller Range 090100,497,3,2009,0,0
Tanezrouft 074,496,3,2002,24.22217,0.4735
Acfer 032,495,3,1989,27.65,4.46667
Dar al Gani 861,495,3,1998,26.8715,16.63417
Dhofar 059,495,3,1999,19.20183,54.7385
Acfer 375,495,3,2002,27.5085,3.76383
Northwest Africa 5797,495,3,2009,0,0
Northwest Africa 2581,494,3,2004,0,0
Northwest Africa 6334,494,3,2002,0,0
Miller Range 090115,494,3,2009,0,0
Dhofar 577,494,3,2001,18.6811,54.39833
Northwest Africa 2338,494,3,2004,0,0
Northwest Africa 5822,494,3,2007,0,0
Northwest Africa 6709,494,3,2011,0,0
Jiddat al Harasis 477,494,3,2007,19.87345,56.38538
Northwest Africa 7328,493,3,2012,0,0
Hammadah al Hamra 188,493,3,1996,28.7325,13.1025
Grove Mountains 051770,493,3,2006,-72.77944,75.3125
Yamato 790734,493,3,1979,-71.5,35.66667
Pecora Escarpment 91039,493,3,1991,-85.68277,-68.84151
Dhofar 1031,493,3,2003,19.33503,54.79092
Jiddat al Harasis 208,492,3,2002,19.9867,56.41857
Asuka 882048,492,3,1988,-72,26
Allan Hills A77273,492,3,1977,-76.71667,159.66667
Finney (c),492,3,1978,34.29833,-101.68333
Dar al Gani 173,492,3,1996,27.11167,16.01333
Dar al Gani 275,492,3,1997,27.36233,16.08967
Dhofar 400,492,3,2001,19.28818,54.5391
Thiel Mountains 91712,492,3,1991,-85.15794,-94.56984
Little Piney,491,3,1839,37.91667,-92.08333
Dhofar 387,491,3,2001,19.10593,54.81028
Grein 003,491,3,1997,20.56783,11.34583
Shişr 105,491,3,2002,18.54353,53.97635
Kofa,490,3,1893,33.5,-114
Tafoya (b),490,3,1951,36.45,-104.1
Rub' al-Khali 001,490,3,1955,20,50
Acfer 013,490,3,1989,27.83333,4.28333
Dar al Gani 419,490,3,1998,27.59467,15.9365
Dar al Gani 854,490,3,1999,27.17317,15.93733
Hartsel,490,3,2000,38.83333,-105.8
Acfer 330,490,3,2001,27.65,4.03333
Northwest Africa 7736,490,3,2012,0,0
Dhofar 1034,490,3,2003,19.31025,54.75487
Queen Alexandra Range 94241,489,3,1994,-84,168
Meteorite Hills 00455,489,3,2000,-79.68333,159.75
Acfer 333,489,3,2001,27.56667,4.06667
Northwest Africa 3299,489,3,2006,0,0
Queen Alexandra Range 97016,489,3,1997,-84,168
Dhofar 1455,489,3,2008,18.97655,54.40382
Jiddat al Harasis 339,488,3,2006,19.92885,55.66888
Binningup,488,3,1984,-33.15639,115.67639
Acfer 178,488,3,1990,27.48333,3.75
Dhofar 1581,488,3,2004,18.48683,54.35033
Northwest Africa 6286,488,3,2010,0,0
Northwest Africa 6917,488,3,2011,0,0
Yamato 791563,488,3,1979,-71.5,35.66667
Jiddat al Harasis 224,488,3,2005,19.82567,56.66548
Jiddat al Harasis 667,487,3,2011,19.78042,55.5979
Ramlat as Sahmah 200,487,3,2002,20.0051,56.41193
Hammadah al Hamra 082,487,3,1995,28.60783,13.17
Meteorite Hills 00454,487,3,2000,-79.68333,155.75
Dhofar 115,487,3,2000,18.60833,54.55167
Dhofar 1532,487,3,2006,19.0095,54.50217
LaPaz Icefield 10131,487,3,2010,0,0
Northwest Africa 6991,487,3,2010,0,0
Northwest Africa 7711,487,3,2012,0,0
Asuka 881936,487,3,1988,-72,26
Northwest Africa 4610,487,3,2006,0,0
Elephant Moraine 87545,486,3,1987,-76.18333,157.16667
Sayh al Uhaymir 249,486,3,2002,20.5828,57.36067
Buckley Island 10933,486,3,2010,0,0
Sayh al Uhaymir 251,486,3,2003,20.58747,57.35292
Grove Mountains 090331,486,3,2010,-72.82531,75.35544
Hammadah al Hamra 156,485,3,1995,28.54033,13.21967
Dar al Gani 671,485,3,1999,27.35,16.16667
Northwest Africa 2259,485,3,2001,28.6,-7.98333
LaPaz Icefield 02215,484,3,2002,-86.36667,-70
Dar al Gani 963,484,3,1997,27.11083,16.04417
Dar al Gani 753,484,3,1999,27.85117,15.87567
Northwest Africa 5971,484,3,2009,0,0
Noblesville,484,3,1991,40.08528,-86.055
Asuka 87332,483,3,1987,-72,26
Gay Gulch,483,3,1901,63.91667,-139.33333
Kanzaki,483,3,1905,33.3,130.36667
Jolomba,483,3,1974,-11.85,15.83333
Daraj 130,483,3,1986,29.30222,11.91639
Dar al Gani 025,483,3,1995,27.10483,16.01133
La Esmeralda,483,3,1999,27.06667,-103.43333
LaPaz Icefield 10134,483,3,2010,0,0
Allan Hills A77005,483,3,1977,-76.71667,159.66667
Queen Alexandra Range 99029,483,3,1999,-84,168
Cocunda,482,3,1945,-32.81667,134.8
Tanezrouft 001,482,3,1989,25.38333,0.51667
Dar al Gani 472,482,3,1998,27.79133,15.96517
Dhofar 453,482,3,2001,18.75495,54.41445
Dhofar 613,482,3,2001,19.15362,54.71268
Hammadah al Hamra 342,482,3,2001,29.142,11.89583
Dhofar 1729,482,3,2011,19.00318,54.611
Yamato 791577,481,3,1979,-71.5,35.66667
Dar al Gani 961,481,3,1998,26.8825,16.662
Dar al Gani 446,481,3,1998,27.48017,16.27133
Dar al Gani 852,481,3,1999,27.19833,15.90117
Northwest Africa 6603,481,3,2006,0,0
Git-Git,480,3,1947,9.6,9.91667
Yamato 7308,480,3,1973,-71.5,35.66667
Dhofar 385,480,3,2001,19.11203,54.8059
Pecora Escarpment 82507,480,3,1982,-85.68658,-67.77839
Queen Alexandra Range 971045,480,3,1997,-84,168
Asuka 881623,479,3,1988,-72,26
Granada Creek,479,3,1975,37.96667,-102.33333
Northwest Africa 5425,479,3,2006,0,0
Yamato 981274,479,3,1998,0,0
Seminole Draw (a),478,3,1976,32.71667,-102.65
Hammadah al Hamra 012,478,3,1990,28.63333,12.63333
Dar al Gani 357,478,3,1997,27.86617,15.89733
Sabrum,478,3,1999,23.08333,91.66667
Shişr 011,478,3,2001,18.55833,53.91333
Dhofar 412,478,3,2001,18.8213,54.34747
Northwest Africa 6228,478,3,2003,0,0
Cali,478,3,2007,3.405,-76.51
Northwest Africa 5737,478,3,2009,0,0
Northwest Africa 6299,478,3,2009,0,0
Asuka 881381,478,3,1988,-72,26
Dar al Gani 1005,477,3,1999,27.19017,16.30833
Northwest Africa 5387,477,3,2008,0,0
Queen Alexandra Range 90222,477,3,1990,-84.59487,162.82712
Northwest Africa 5412,476,3,2002,0,0
Thiel Mountains 82402,476,3,1982,-85.16324,-94.62127
Elephant Moraine 87551,476,3,1987,-76.05056,156.44307
Hammadah al Hamra 063,476,3,1994,28.77583,12.33683
Hammadah al Hamra 226,476,3,1997,28.6595,12.41317
Dhofar 498,476,3,2000,18.72333,54.865
Ramlat as Sahmah 004,476,3,2003,20.26405,56.46315
Yamato 790247,476,3,1979,-71.5,35.66667
Miller Range 99318,475,3,1999,-83.25,157
Ramlat al Wahibah 002,475,3,2006,21.3703,58.40793
Jiddat al Harasis 579,475,3,2009,19.35422,56.75287
Daraj 132,475,3,1986,29.36306,11.99667
Acfer 209,475,3,1991,27.50472,3.88194
Dhofar 329,475,3,2000,18.91833,54.57833
Asuka 881775,475,3,1988,-72,26
Dhofar 264,474,3,2001,18.347,54.4155
Meteorite Hills 00477,474,3,2000,-79.68333,155.75
Elephant Moraine 87555,474,3,1987,-76.18333,157.16667
Ilafegh 005,474,3,1989,21.55,1.68333
Grove Mountains 052904,474,3,2006,-72.77833,75.31972
Ramlat as Sahmah 401,474,3,2010,20.18758,55.66763
LaPaz Icefield 02218,474,3,2002,-86.36667,-70
Yamato 793514,474,3,1979,-71.5,35.66667
Yamato 791677,473,3,1979,-71.5,35.66667
Timessa 001,473,3,1990,26.56667,15.73333
Thiel Mountains 99011,473,3,2000,-85.15852,-94.62125
Dhofar 582,473,3,2001,18.72347,54.19185
Northwest Africa 7023,473,3,2003,0,0
Northwest Africa 3241,473,3,2006,0,0
Ramlat as Sahmah 312,473,3,2009,20.7982,55.47148
Larkman Nunatak 06803,473,3,2006,0,0
Miller Range 07015,472,3,2007,0,0
Buckley Island 10934,472,3,2010,0,0
Nogata,472,3,860,33.725,130.75
Muckera 017,472,3,1991,-30.21083,129.96833
Tanezrouft 045,472,3,1992,25.53722,0.13722
Sayh al Uhaymir 119,472,3,2002,21.00333,57.315
Northwest Africa 2617,472,3,2004,0,0
Dominion Range 10837,471,3,2010,0,0
Allan Hills A80102,471,3,1980,-76.69028,159.2525
Elephant Moraine 87564,471,3,1987,-76.18333,157.16667
Cook 011,471,3,1991,-30.23433,130.60067
Dhofar 757,471,3,2000,18.85383,54.647
Elephant Moraine 83205,471,3,1983,-76.32833,157.22917
Ramlat as Sahmah 219,470,3,2003,20.47567,55.79787
Asuka 881526,470,3,1988,-72,26
Blansko,470,3,1833,49.36667,16.63333
Malampaka,470,3,1930,-3.13333,33.51667
Viksdalen,470,3,1992,61.03333,6.05
Sahara 99534,470,3,1999,0,0
Dhofar 1088,470,3,2004,18.15363,54.10562
Northwest Africa 6715,470,3,2006,0,0
Jiddat al Harasis 345,470,3,2006,19.77402,56.60532
Yamato 790499,469,3,1979,-71.5,35.66667
Coleman,469,3,1994,43.76111,-84.50778
Dhofar 605,469,3,2001,18.71768,54.19992
Northwest Africa 6424,469,3,2010,0,0
Jiddat al Harasis 738,469,3,,19.76806,56.39778
Yamato 790783,469,3,1979,-71.5,35.66667
Yamato 790522,469,3,1979,-71.5,35.66667
Dar al Gani 967,468,3,1998,26.88917,16.55067
Dhofar 336,468,3,2001,18.755,54.58
Sayh al Uhaymir 322,468,3,2005,21.06,57.29667
Northwest Africa 5350,468,3,2008,0,0
Northwest Africa 7033,468,3,2011,0,0
Asuka 87330,467,3,1987,-72,26
Nio,467,3,1897,34.2,131.56667
Dar al Gani 498,467,3,1997,27.45433,16.2315
Lewis Cliff 88014,467,3,1988,-84.27744,161.64044
Yamato 982718,466,3,1998,0,0
Hammadah al Hamra 295,466,3,2000,29.01667,12.36667
Dhofar 565,466,3,2001,18.81857,54.37443
Ramlat as Sahmah 008,466,3,2004,20.72798,56.11592
Jiddat al Harasis 626,466,3,2010,19.78483,55.95917
Yamato 790746,466,3,1979,-71.5,35.66667
Asuka 881428,466,3,1988,-72,26
Ruhobobo,466,3,1976,-1.45,29.83333
Larkman Nunatak 06308,466,3,2006,0,0
Dhofar 599,465,3,2001,18.69087,54.7048
Allan Hills A78106,465,3,1978,-76.71667,159.66667
Northwest Africa 4908,464,3,,0,0
Patuxent Range 91503,464,3,1991,-84.96584,-67.50881
Zaisan,463,3,1963,47.5,83
Queen Alexandra Range 99097,463,3,1999,-84,168
Dhofar 1707,463,3,2010,18.87403,54.4807
Grove Mountains 021510,463,3,2003,-72.93667,75.30139
Grove Mountains 051612,463,3,2006,-72.82944,75.27861
ar-Rakhbah,462,3,1955,20.6,52.5
Roosevelt County 001,462,3,1968,33.78333,-103.56667
Sarir Qattusah 004,462,3,1999,27.13883,15.5475
Dar al Gani 902,462,3,1999,27.9265,16.90417
Elephant Moraine 83206,462,3,1983,-76.28361,157.185
Sayh al Uhaymir 255,461,3,2003,20.59958,57.37525
Asuka 881006,461,3,1988,-72,26
Acfer 235,461,3,1991,27.51889,4.01667
Dhofar 1719,461,3,2010,18.97752,54.62923
Northwest Africa 7760,461,3,2011,0,0
Miller Range 07044,461,3,2007,0,0
Meteorite Hills 01053,461,3,2001,-79.68333,159.75
Sayh al Uhaymir 260,460,3,2003,20.6361,57.2141
Leeuwfontein,460,3,1912,-25.66667,28.36667
San Pedro Jacuaro,460,3,1968,19.76667,-100.65
El Pozo,460,3,1998,26.93333,-105.4
San Juan 038,460,3,2009,-25.441833,-69.881667
Jiddat al Harasis 214,459,3,2005,19.96597,56.44698
Rebiana,459,3,1999,24.97833,21.885
San Juan 065,459,3,2010,-25.58333,-69.78333
Northwest Africa 7858,459,3,2013,0,0
Miller Range 090028,459,3,2009,0,0
Queen Alexandra Range 90205,459,3,1990,-84.59612,162.30508
Allan Hills A78134,458,3,1978,-76.71667,159.66667
Hughes 052,458,3,1993,-30.46667,129.71667
Hammadah al Hamra 006,458,3,1990,28.9,12.58333
Dar al Gani 070,458,3,1995,27.05233,16.42633
Fengzhen,458,3,,40.5,113
Ramlat as Sahmah 380,458,3,2010,20.58797,56.12263
Asuka 881604,458,3,1988,-72,26
Jiddat al Harasis 610,458,3,2009,19.87235,55.98085
Sayh al Uhaymir 165,457,3,2001,21.02018,57.21147
Acfer 294,457,3,1992,27.64972,4.01194
Grosvenor Mountains 95516,457,3,1995,-85.66667,175
Asuka 881821,457,3,1988,-72,26
Meteorite Hills 00470,456,3,2000,-79.68333,155.75
Asuka 881390,456,3,1988,-72,26
Grove Mountains 053489,456,3,2006,-72.781111,75.305833
Lewis Cliff 87047,456,3,1987,-84.35317,161.42588
Sayh al Uhaymir 410,456,3,2005,20.91212,56.84697
Sayh al Uhaymir 083,455,3,2000,21.05183,57.26967
Larkman Nunatak 06806,454,3,2006,0,0
Dar al Gani 138,454,3,1996,27.147,16.1585
Dar al Gani 545,454,3,1997,27.20333,16.08183
Northwest Africa 728,454,3,1998,30.33333,-5.75
Dar al Gani 756,454,3,1999,27.8425,15.88433
Dar al Gani 754,454,3,1999,27.84983,15.884
Dhofar 1552,454,3,2008,18.7645,54.32217
Grove Mountains 090755,454,3,2010,-72.77886,75.31447
Kulak,454,3,1961,30.73111,66.80222
Allan Hills 99505,454,3,1999,-76.71667,159.66667
Jiddat al Harasis 476,453,3,2007,19.82593,56.40448
Kenna (b),453,3,1972,33.70833,-103.76667
Daraj 108,453,3,1986,29.43833,11.87833
Dhofar 672,453,3,2001,19.20318,54.60555
Northwest Africa 6320,453,3,2008,0,0
Dhofar 1727,453,3,2011,19.13952,54.66558
Meteorite Hills 01023,453,3,2001,-79.68333,159.75
Larkman Nunatak 06290,453,3,2006,0,0
LaPaz Icefield 02322,453,3,2002,-86.36667,-70
Queen Alexandra Range 97008,453,3,1997,-84,168
Miller Range 090030,453,3,2009,0,0
Asuka 881225,452,3,1988,-72,26
Ramlat as Sahmah 225,452,3,2003,20.5698,56.10353
Acfer 123,452,3,1990,27.46667,3.76667
Acfer 101,452,3,1990,27.53333,4.16667
Dar al Gani 174,452,3,1996,27.1165,16.083
Sayh al Uhaymir 022,452,3,1999,21.07183,57.26617
Jarud Qi,452,3,2000,44.61667,120.93333
Dhofar 241,452,3,2001,18.65183,54.77383
Miller Range 090044,452,3,2009,0,0
Bluewing 008,452,3,2001,40.27957,-118.94642
Grosvenor Mountains 95521,452,3,1995,-85.66667,175
Asuka 87232,451,3,1987,-72,26
Pecora Escarpment 02002,451,3,2002,-85.63333,-68.7
Dar al Gani 055,451,3,1995,27.26717,16.42033
Dhofar 1551,451,3,2008,18.63333,54.3475
Sayh al Uhaymir 228,451,3,2002,20.50222,57.37372
Elephant Moraine A79005,451,3,1979,-76.29111,157.23944
Asuka 881773,451,3,1988,-72,26
LaPaz Icefield 02222,451,3,2002,-86.36667,-70
Jackson County,450,3,1846,36.41667,-85.5
Emmitsburg,450,3,1854,39.71667,-77.3
Kheragur,450,3,1860,26.95,77.88333
Koraleigh,450,3,1943,-35.1,143.4
Coronel Arnold,450,3,1962,-33.06667,-61
Roosevelt County 019,450,3,1982,34.11667,-103.56667
Ilafegh 004,450,3,1989,21.55,1.53333
Queen Alexandra Range 94233,450,3,1994,-84,168
Great Sand Sea 008,450,3,1996,26.59444,25.62222
Dhofar 366,450,3,2000,18.99968,54.91148
Northwest Africa 7871,450,3,2004,0,0
Northwest Africa 6128,450,3,2005,0,0
Dhofar 1518,450,3,2008,18.732,54.3845
Dhofar 1698,450,3,2010,18.92783,54.60623
Northwest Africa 6652,450,3,2011,0,0
Northwest Africa 7343,450,3,2011,0,0
Asuka 87200,449,3,1987,-72,26
Asuka 881791,449,3,1988,-72,26
Kamiomi,448,3,1913,36.04167,139.95667
Dhofar 324,448,3,2001,18.90333,54.57833
El Médano 173,448,3,2011,-24.85,-70.53333
Ramlat as Sahmah 283,448,3,2009,20.78777,56.47112
Queen Alexandra Range 94235,447,3,1994,-84,168
Dar al Gani 385,447,3,1997,27.4445,16.27433
La Yesera 003,447,3,2003,-23.29086,-70.47239
Northwest Africa 6439,447,3,2009,0,0
