name,mass,massRound,year,reclat,reclong
Meteorite Hills 96528,14,1,1996,-79.68333,159.75
Queen Alexandra Range 97142,14,1,1997,-84,168
Queen Alexandra Range 97204,14,1,1997,-84,168
Queen Alexandra Range 97291,14,1,1997,-84,168
Queen Alexandra Range 97361,14,1,1997,-84,168
Yamato 983293,14,1,1998,0,0
Queen Alexandra Range 99789,14,1,1999,-84,168
Frontier Mountain 99014,14,1,1999,-72.99306,160.40056
Northwest Africa 171,14,1,1999,29.91667,-5.58333
Meteorite Hills 00713,14,1,2000,-79.68333,159.75
Meteorite Hills 00848,14,1,2000,-79.68333,159.75
Meteorite Hills 01224,14,1,2001,-79.68333,159.75
MacAlpine Hills 02754,14,1,2002,-84.21667,160.5
Grove Mountains 020057,14,1,2003,-72.99694,75.20611
Grove Mountains 022227,14,1,2003,-72.77833,75.32083
Shişr 149,14,1,2007,18.25217,53.99737
Dominion Range 08321,14,1,2008,0,0
Jiddat al Harasis 518,14,1,2008,19.53042,55.18007
San Juan 047,14,1,2009,-25.443,-69.863667
Miller Range 090471,14,1,2009,0,0
Miller Range 090652,14,1,2009,0,0
O'Malley 012,14,1,2011,-30.89281,131.39142
El Médano 076,14,1,2011,-24.85,-70.53333
Yamato 791234,14,1,1979,-71.5,35.66667
Yamato 793413,14,1,1979,-71.5,35.66667
LaPaz Icefield 02346,14,1,2002,-86.36667,-70
Yamato 8401,14,1,1984,-71.83333,35.5
Yamato 81017,14,1,1981,-71.5,35.66667
Grove Mountains 021800,14,1,2003,-72.77333,75.33389
Yamato 86079,14,1,1986,-71.5,35.66667
Yamato 790237,14,1,1979,-71.5,35.66667
Yamato 791117,14,1,1979,-71.5,35.66667
Yamato 793209,14,1,1979,-71.5,35.66667
Asuka 882078,14,1,1988,-72,26
Yamato 981832,14,1,1998,0,0
Yamato 983654,14,1,1998,0,0
Banswal,14,1,1913,30.4,78.2
Yamato 74025,14,1,1974,-71.5,35.66667
Allan Hills A79011,14,1,1979,-76.7025,159.36667
Yamato 790383,14,1,1979,-71.5,35.66667
Allan Hills A81002,14,1,1981,-76.66011,159.32783
Allan Hills 84191,14,1,1984,-76.82219,158.32775
Dominion Range 85508,14,1,1985,-85.33333,166.5
Lewis Cliff 85314,14,1,1985,-84.27391,161.377
Lewis Cliff 86402,14,1,1986,-84.25221,161.39955
Lewis Cliff 87061,14,1,1987,-84.26002,161.36496
Lewis Cliff 87023,14,1,1987,-84.25403,161.40301
Lewis Cliff 88367,14,1,1988,-84.25138,161.38948
MacAlpine Hills 88188,14,1,1988,-84.21667,160.5
Pecora Escarpment 91418,14,1,1991,-85.69023,-69.0905
Muckera 007,14,1,1991,-30.36667,130.08333
Lucerne Valley 013,14,1,1992,34.5,-116.95
Queen Alexandra Range 93738,14,1,1993,-84,168
Hughes 041,14,1,1993,-30.43333,129.6
Yarle Lakes 003,14,1,1993,-30.28,131.35833
Queen Alexandra Range 94564,14,1,1994,-84,168
Queen Alexandra Range 97640,14,1,1997,-84,168
Queen Alexandra Range 97696,14,1,1997,-84,168
Yamato 982755,14,1,1998,0,0
Dhofar 064,14,1,1999,19.13517,54.8565
Meteorite Hills 00409,14,1,2000,-79.68333,155.75
Meteorite Hills 00773,14,1,2000,-79.68333,155.75
Meteorite Hills 01128,14,1,2001,-79.68333,159.75
Meteorite Hills 01299,14,1,2001,-79.68333,159.75
Frontier Mountain 01055,14,1,2001,-72.95333,160.45806
Northwest Africa 5128,14,1,2001,0,0
Dhofar 537,14,1,2001,18.89833,54.705
Dhofar 725,14,1,2001,19.15,54.57667
Sayh al Uhaymir 062,14,1,2001,21.06,57.29
Hammadah al Hamra 318,14,1,2001,29.3785,11.54633
MacAlpine Hills 02637,14,1,2002,-84.21667,160.5
Grove Mountains 020239,14,1,2003,-72.98306,75.22917
Dhofar 1193,14,1,2004,18.85817,54.59933
Dominion Range 08288,14,1,2008,0,0
Miller Range 090461,14,1,2009,0,0
Miller Range 090831,14,1,2009,0,0
Yamato 983190,14,1,1998,0,0
Yamato 790407,14,1,1979,-71.5,35.66667
Yamato 793213,14,1,1979,-71.5,35.66667
Grove Mountains 022204,14,1,2003,-72.78083,75.30222
Grove Mountains 051569,14,1,2006,-72.93389,75.28861
Yamato 791487,14,1,1979,-71.5,35.66667
Yamato 792949,14,1,1979,-71.5,35.66667
Yamato 82079,14,1,1982,-71.5,35.66667
Yamato 983733,14,1,1998,0,0
Yamato 981134,14,1,1998,0,0
Yamato 984027,14,1,1998,0,0
Yamato 790810,14,1,1979,-71.5,35.66667
Yamato 983761,14,1,1998,0,0
Meteorite Hills 00829,14,1,2000,-79.68333,155.75
Bethlehem,14,1,1859,42.53333,-73.83333
Yamato 790384,14,1,1979,-71.5,35.66667
Allan Hills A81209,14,1,1981,-76.71452,158.79664
Allan Hills A81225,14,1,1981,-76.70417,159.36472
Yamato 8309,14,1,1983,-71.5,35.66667
Allan Hills 85151,14,1,1985,-76.71667,159.66667
Elephant Moraine 87769,14,1,1987,-76.28527,156.45218
Elephant Moraine 87721,14,1,1987,-76.28241,156.45992
Asuka 87092,14,1,1987,-72,26
Lewis Cliff 88429,14,1,1988,-84.28742,161.32654
Allan Hills 88061,14,1,1988,-76.68252,159.34506
Allan Hills 88066,14,1,1988,-76.68219,159.31165
Asuka 880732,14,1,1988,-72,26
Roosevelt County 068,14,1,1988,34.1,-103.48333
Elephant Moraine 90139,14,1,1990,-76.28082,156.4687
Elephant Moraine 90896,14,1,1990,-76.2806,156.49971
Wisconsin Range 91615,14,1,1991,-86.11736,-123.91361
Frontier Mountain 95018,14,1,1995,-72.95417,160.43639
Frontier Mountain 95028,14,1,1995,-72.95111,160.51389
Elephant Moraine 96141,14,1,1996,-76.18333,157.16667
Queen Alexandra Range 97004,14,1,1997,-84,168
Queen Alexandra Range 97005,14,1,1997,-84,168
Queen Alexandra Range 97272,14,1,1997,-84,168
Queen Alexandra Range 97465,14,1,1997,-84,168
Queen Alexandra Range 97660,14,1,1997,-84,168
Graves Nunataks 98105,14,1,1998,-86.71667,-141.5
Graves Nunataks 98144,14,1,1998,-86.71667,-141.5
Queen Alexandra Range 99130,14,1,1999,-84,168
Queen Alexandra Range 99808,14,1,1999,-84,168
Queen Alexandra Range 99857,14,1,1999,-84,168
Meteorite Hills 00922,14,1,2000,-79.68333,159.75
Frontier Mountain 01141,14,1,2001,-72.99222,160.40028
Frontier Mountain 01104,14,1,2001,-72.95167,160.51111
Pecora Escarpment 01028,14,1,2002,-85.65233,-68.564
Grove Mountains 020106,14,1,2003,-72.98083,75.25611
Grove Mountains 022202,14,1,2003,-72.78083,75.30222
Grove Mountains 021649,14,1,2003,-72.77333,75.33333
Larkman Nunatak 06476,14,1,2006,0,0
Miller Range 07361,14,1,2007,0,0
Miller Range 07638,14,1,2007,0,0
Dominion Range 08143,14,1,2008,0,0
Dominion Range 08198,14,1,2008,0,0
San Juan 042,14,1,2009,-25.444833,-69.881
Miller Range 090296,14,1,2009,0,0
Miller Range 090675,14,1,2009,0,0
Dominion Range 10538,14,1,2010,0,0
LaPaz Icefield 10095,14,1,2010,0,0
El Médano 087,14,1,2011,-24.85,-70.53333
Yamato 8014,14,1,1980,-71.5,35.66667
Yamato 82071,14,1,1982,-71.5,35.66667
Yamato 9402,14,1,1994,-71.54694,35.40194
Yamato 983720,14,1,1998,0,0
Yamato 790065,14,1,1979,-71.5,35.66667
Yamato 983588,14,1,1998,0,0
Yamato 86294,14,1,1986,-71.5,35.66667
Coyote Dry Lake 153,14,1,2001,35.07362,-116.76372
Grove Mountains 090749,14,1,2010,-72.89144,74.9485
Yamato 791851,14,1,1979,-71.5,35.66667
Yamato 792551,14,1,1979,-71.5,35.66667
Yamato 793549,14,1,1979,-71.5,35.66667
Meteorite Hills 00789,14,1,2000,-79.68333,155.75
Yamato 793586,14,1,1979,-71.5,35.66667
Asuka 87184,14,1,1987,-72,26
Tambo del Meteorito,14,1,2002,-23.981,-68.313
Yamato 790437,14,1,1979,-71.5,35.66667
Asuka 881480,14,1,1988,-72,26
Yamato 792548,14,1,1979,-71.5,35.66667
Yamato 792550,14,1,1979,-71.5,35.66667
Yamato 794028,14,1,1979,-71.5,35.66667
Asuka 881024,14,1,1988,-72,26
Yamato 74357,14,1,1974,-71.74722,35.80556
Allan Hills A81120,14,1,1981,-76.70389,159.35972
Lewis Cliff 86237,14,1,1986,-84.27387,161.68763
Lewis Cliff 86261,14,1,1986,-84.27382,161.68795
Lewis Cliff 86309,14,1,1986,-84.27015,161.40904
Lewis Cliff 87248,14,1,1987,-84.28333,161.08333
Elephant Moraine 87640,14,1,1987,-76.28069,156.44904
Lewis Cliff 88548,14,1,1988,-84.25006,161.39479
Allan Hills 88065,14,1,1988,-76.72146,158.71186
Allan Hills 88062,14,1,1988,-76.70534,159.36925
Elephant Moraine 90855,14,1,1990,-76.28631,156.4723
Elephant Moraine 90287,14,1,1990,-76.28054,156.46843
Elephant Moraine 90708,14,1,1990,-76.27974,156.41659
Elephant Moraine 90980,14,1,1990,-76.2713,156.43391
Frontier Mountain 90149,14,1,1990,-72.95341,160.52175
Queen Alexandra Range 93442,14,1,1993,-84,168
Queen Alexandra Range 93688,14,1,1993,-84,168
Queen Alexandra Range 94464,14,1,1994,-84,168
Elephant Moraine 96133,14,1,1996,-76.18333,157.16667
Elephant Moraine 96292,14,1,1996,-76.18333,157.16667
Queen Alexandra Range 97368,14,1,1997,-84,168
Queen Alexandra Range 97848,14,1,1997,-84,168
Graves Nunataks 98172,14,1,1998,-86.71667,-141.5
Yamato 981719,14,1,1998,0,0
Queen Alexandra Range 99101,14,1,1999,-84,168
Queen Alexandra Range 99307,14,1,1999,-84,168
Queen Alexandra Range 99887,14,1,1999,-84,168
Meteorite Hills 00878,14,1,2000,-79.68333,159.75
Meteorite Hills 01228,14,1,2001,-79.68333,159.75
Grove Mountains 020122,14,1,2003,-72.97722,75.26028
Dominion Range 08159,14,1,2008,0,0
Miller Range 090315,14,1,2009,0,0
Miller Range 090609,14,1,2009,0,0
Miller Range 090912,14,1,2009,0,0
Yamato 793291,14,1,1979,-71.5,35.66667
Yamato 983703,14,1,1998,0,0
Yamato 790238,14,1,1979,-71.5,35.66667
Yamato 793292,14,1,1979,-71.5,35.66667
Pecora Escarpment 02030,14,1,2002,-85.63333,-68.7
Yamato 982759,14,1,1998,0,0
Yamato 983811,14,1,1998,0,0
Allan Hills A77077,14,1,1977,-76.71667,159.66667
Yamato 982353,14,1,1998,0,0
Yamato 982760,14,1,1998,0,0
Allan Hills A78055,14,1,1978,-76.71667,159.66667
Allan Hills A81179,14,1,1981,-76.72278,159.37111
Lewis Cliff 86494,14,1,1986,-84.26626,161.39601
Lewis Cliff 86125,14,1,1986,-84.25751,161.36679
Lewis Cliff 87075,14,1,1987,-84.25297,161.38359
Lewis Cliff 88574,14,1,1988,-84.25011,161.40498
Asuka 881471,14,1,1988,-72,26
Elephant Moraine 90435,14,1,1990,-76.27361,156.42378
Elephant Moraine 90934,14,1,1990,-76.26955,156.43758
Elephant Moraine 90319,14,1,1990,-76.26689,156.46064
Queen Alexandra Range 93323,14,1,1993,-84.57925,162.61446
Queen Alexandra Range 93322,14,1,1993,-84.57346,162.49994
Queen Alexandra Range 97118,14,1,1997,-84,168
Queen Alexandra Range 97179,14,1,1997,-84,168
Queen Alexandra Range 97923,14,1,1997,-84,168
Yamato 983983,14,1,1998,0,0
Allan Hills 99502,14,1,1999,-76.71667,159.66667
Meteorite Hills 00751,14,1,2000,-79.68333,155.75
Dar al Gani 781,14,1,2000,27.01617,16.468
MacAlpine Hills 02497,14,1,2002,-84.21667,160.5
Larkman Nunatak 06600,14,1,2006,0,0
Northwest Africa 6731,14,1,2007,0,0
Dominion Range 08105,14,1,2008,0,0
Dominion Range 08137,14,1,2008,0,0
Frontier Mountain 09024,14,1,2009,-72.95312,160.49633
Northwest Africa 6481,14,1,2010,0,0
Jiddat al Harasis 699,14,1,2011,19.204,55.40347
Grove Mountains 021564,14,1,2003,-72.93417,75.32222
Yamato 790596,14,1,1979,-71.5,35.66667
Yamato 86301,14,1,1986,-71.5,35.66667
Yamato 86639,14,1,1986,-71.5,35.66667
Belgica 7902,14,1,1979,-72.58333,31.25
Yamato 791639,14,1,1979,-71.5,35.66667
Yamato 792745,14,1,1979,-71.5,35.66667
Yamato 984035,14,1,1998,0,0
Yamato 791753,14,1,1979,-71.5,35.66667
Yamato 791385,14,1,1979,-71.5,35.66667
Camel Donga 049,14,1,1993,-30.32,126.606
Yamato 74421,14,1,1974,0,35.66667
Meteorite Hills 00806,14,1,2000,-79.68333,155.75
Yamato 983534,14,1,1998,0,0
Pannikin,14,1,1965,-32.04167,126.18333
Allan Hills A81224,14,1,1981,-76.68667,159.34333
Elephant Moraine 83257,14,1,1983,-76.29472,157.23055
Allan Hills 84233,14,1,1984,-76.7119,158.72942
Lewis Cliff 85413,14,1,1985,-84.27625,161.41219
Lewis Cliff 86283,14,1,1986,-84.27379,161.68789
Asuka 87310,14,1,1987,-72,26
Lewis Cliff 88262,14,1,1988,-84.27604,161.34038
Lewis Cliff 88623,14,1,1988,-84.26835,161.37585
Elephant Moraine 90754,14,1,1990,-76.2805,156.44409
Elephant Moraine 90734,14,1,1990,-76.27068,156.447
Elephant Moraine 90692,14,1,1990,-76.26696,156.4529
Pecora Escarpment 91135,14,1,1991,-85.6669,-68.69184
Queen Alexandra Range 93678,14,1,1993,-84,168
Queen Alexandra Range 94268,14,1,1994,-84,168
Queen Alexandra Range 94611,14,1,1994,-84,168
Queen Alexandra Range 94616,14,1,1994,-84,168
Elephant Moraine 96272,14,1,1996,-76.18333,157.16667
Queen Alexandra Range 97138,14,1,1997,-84,168
Queen Alexandra Range 97858,14,1,1997,-84,168
Queen Alexandra Range 99449,14,1,1999,-84,168
Allan Hills 99500,14,1,1999,-76.71667,159.66667
Meteorite Hills 00869,14,1,2000,-79.68333,159.75
Frontier Mountain 01068,14,1,2001,-72.98972,160.405
Frontier Mountain 01040,14,1,2001,-72.98889,160.40528
Frontier Mountain 01002,14,1,2001,-72.9525,160.50528
Miller Range 07365,14,1,2007,0,0
Miller Range 07703,14,1,2007,0,0
Shişr 132,14,1,2007,18.25875,53.99245
Miller Range 090468,14,1,2009,0,0
Patuxent Range 10216,14,1,2010,0,0
Grove Mountains 021602,14,1,2003,-72.825,75.35667
Ramlat as Sahmah 218,14,1,2003,20.5569,55.84888
Yamato 791054,14,1,1979,-71.5,35.66667
Northwest Africa 6911,14,1,2011,0,0
Asuka 87090,14,1,1987,-72,26
Asuka 881737,14,1,1988,-72,26
Asuka 881748,14,1,1988,-72,26
Yamato 981833,14,1,1998,0,0
Yamato 792870,14,1,1979,-71.5,35.66667
Frontier Mountain 90127,14,1,1990,-72.96222,160.48444
Yamato 981121,14,1,1998,0,0
Yamato 74522,14,1,1974,0,35.66667
Allan Hills A78174,14,1,1978,-76.71667,159.66667
Allan Hills 82108,14,1,1982,-76.96353,156.9203
Lewis Cliff 86080,14,1,1986,-84.27372,161.69053
Lewis Cliff 86043,14,1,1986,-84.25879,161.41884
Lewis Cliff 86178,14,1,1986,-84.25789,161.38159
Lewis Cliff 86117,14,1,1986,-84.25718,161.47882
Lewis Cliff 86413,14,1,1986,-84.25581,161.40856
Lewis Cliff 86535,14,1,1986,-84.24278,161.41831
Yamato 86743,14,1,1986,-71.5,35.66667
Lewis Cliff 87257,14,1,1987,-84.27249,161.71793
Elephant Moraine 87814,14,1,1987,-76.28258,156.45247
Elephant Moraine 87621,14,1,1987,-76.27009,156.46006
Lewis Cliff 88438,14,1,1988,-84.28158,161.34122
Lewis Cliff 88357,14,1,1988,-84.27422,161.39633
Lewis Cliff 88504,14,1,1988,-84.2476,161.39109
Lewis Cliff 88217,14,1,1988,-84.24263,161.46527
Lewis Cliff 88254,14,1,1988,-84.23535,161.46533
Lewis Cliff 88248,14,1,1988,-84.23477,161.43281
Elephant Moraine 90277,14,1,1990,-76.2798,156.47717
Elephant Moraine 90726,14,1,1990,-76.26947,156.44717
Elephant Moraine 90250,14,1,1990,-76.266,156.40329
Pecora Escarpment 91331,14,1,1991,-85.6819,-68.76504
Queen Alexandra Range 93318,14,1,1993,-84.57737,162.02222
Allan Hills 94006,14,1,1994,-76.71667,159.66667
Queen Alexandra Range 97455,14,1,1997,-84,168
Graves Nunataks 98082,14,1,1998,-86.71667,-141.5
Yamato 981549,14,1,1998,0,0
Queen Alexandra Range 99778,14,1,1999,-84,168
Grove Mountains 98001,14,1,1999,-72.97111,75.29472
Meteorite Hills 01308,14,1,2001,-79.68333,159.75
Red Dry Lake 004,14,1,2001,35.6464,-114.02849
Larkman Nunatak 06608,14,1,2006,0,0
Miller Range 07378,14,1,2007,0,0
Miller Range 07561,14,1,2007,0,0
Dominion Range 08126,14,1,2008,0,0
Miller Range 090550,14,1,2009,0,0
Miller Range 090707,14,1,2009,0,0
LaPaz Icefield 10093,14,1,2010,0,0
Yamato 790389,13,1,1979,-71.5,35.66667
Yamato 793601,13,1,1979,-71.5,35.66667
Yamato 8311,13,1,1983,-71.5,35.66667
Grove Mountains 021566,13,1,2003,-72.93833,75.28972
Ramlat al Wahibah 032,13,1,2006,21.33802,58.41153
Asuka 880801,13,1,1988,-72,26
Yamato 981116,13,1,1998,0,0
Asuka 881718,13,1,1988,-72,26
LaPaz Icefield 02304,13,1,2002,-86.36667,-70
Yamato 981494,13,1,1998,0,0
Yamato 74589,13,1,1974,0,35.66667
Yamato 82021,13,1,1982,-71.5,35.66667
Meteorite Hills 00639,13,1,2000,-79.68333,155.75
Meteorite Hills 00676,13,1,2000,-79.68333,155.75
Yamato 790433,13,1,1979,-71.5,35.66667
Yamato 981361,13,1,1998,0,0
LaPaz Icefield 02428,13,1,2002,-86.36667,-70
Grove Mountains 022317,13,1,2003,-72.77222,75.34
Allan Hills A81193,13,1,1981,-76.69194,159.38805
Lewis Cliff 86030,13,1,1986,-84.27374,161.69222
Lewis Cliff 86223,13,1,1986,-84.25466,161.34381
Elephant Moraine 87508,13,1,1987,-76.28142,156.45306
Lewis Cliff 88700,13,1,1988,-84.27851,161.40118
Lewis Cliff 88452,13,1,1988,-84.24884,161.42585
Allan Hills 88063,13,1,1988,-76.69154,159.29707
Asuka 881315,13,1,1988,-72,26
Elephant Moraine 90293,13,1,1990,-76.28773,156.42167
Elephant Moraine 90401,13,1,1990,-76.27246,156.42678
Elephant Moraine 90647,13,1,1990,-76.26708,156.43695
Frontier Mountain 90171,13,1,1990,-72.95489,160.44316
Pecora Escarpment 91384,13,1,1991,-85.69049,-69.02725
Elephant Moraine 92190,13,1,1992,-76.05754,155.9982
Queen Alexandra Range 93005,13,1,1993,-84.623,162.02102
Camel Donga 009,13,1,1993,-30.11967,126.8835
Queen Alexandra Range 94299,13,1,1994,-84,168
Queen Alexandra Range 94400,13,1,1994,-84,168
Queen Alexandra Range 94401,13,1,1994,-84,168
Elephant Moraine 96087,13,1,1996,-76.18333,157.16667
Queen Alexandra Range 97307,13,1,1997,-84,168
Queen Alexandra Range 97744,13,1,1997,-84,168
Queen Alexandra Range 99555,13,1,1999,-84,168
Meteorite Hills 001003,13,1,2000,-79.68333,159.75
Meteorite Hills 00731,13,1,2000,-79.68333,155.75
Meteorite Hills 00923,13,1,2000,-79.68333,159.75
Meteorite Hills 01237,13,1,2001,-79.68333,159.75
Tungsten Mountain 010,13,1,2001,39.68432,-117.62052
Shişr 130,13,1,2007,18.25818,53.99313
Dominion Range 08217,13,1,2008,0,0
Miller Range 090246,13,1,2009,0,0
Patuxent Range 10208,13,1,2010,0,0
Tieret 011,13,1,2010,30.93417,10.06935
El Médano 081,13,1,2011,-24.85,-70.53333
Yamato 791715,13,1,1979,-71.5,35.66667
Grove Mountains 051894,13,1,2006,-72.77861,75.32583
Asuka 881425,13,1,1988,-72,26
Yamato 791348,13,1,1979,-71.5,35.66667
Elephant Moraine 96004,13,1,1996,-76.18333,157.16667
Yamato 983336,13,1,1998,0,0
Grove Mountains 054463,13,1,2006,-72.91417,75.1075
Asuka 881366,13,1,1988,-72,26
Grove Mountains 051652,13,1,2006,-72.77944,75.32389
Yamato 791880,13,1,1979,-71.5,35.66667
Asuka 881661,13,1,1988,-72,26
Yamato 983624,13,1,1998,0,0
Yamato 790580,13,1,1979,-71.5,35.66667
Al Alamayn,13,1,2005,30.70952,28.9698
Allan Hills A78193,13,1,1978,-76.71667,159.66667
Allan Hills A81148,13,1,1981,-76.70528,159.36083
Lewis Cliff 85430,13,1,1985,-84.27938,161.38048
Lewis Cliff 87073,13,1,1987,-84.25388,161.37425
MacAlpine Hills 87316,13,1,1987,-84.21667,160.5
Elephant Moraine 87838,13,1,1987,-76.27827,157.15607
Asuka 881670,13,1,1988,-72,26
Elephant Moraine 90777,13,1,1990,-76.28144,156.46482
Elephant Moraine 90866,13,1,1990,-76.27915,156.49366
Pecora Escarpment 91299,13,1,1991,-85.68999,-68.91822
Queen Alexandra Range 97654,13,1,1997,-84,168
Queen Alexandra Range 99575,13,1,1999,-84,168
Frontier Mountain 01062,13,1,2001,-72.98778,160.40944
Dominion Range 08306,13,1,2008,0,0
Northwest Africa 5851,13,1,2008,0,0
Grove Mountains 090312,13,1,2010,-72.9345,75.31703
Dominion Range 10516,13,1,2010,0,0
Yamato 791671,13,1,1979,-71.5,35.66667
Yamato 792549,13,1,1979,-71.5,35.66667
Yamato 82073,13,1,1982,-71.5,35.66667
Yamato 793425,13,1,1979,-71.5,35.66667
Allan Hills A78237,13,1,1977,-76.71667,159.66667
Frontier Mountain 90228,13,1,1990,-72.95,160.43333
Yamato 983426,13,1,1998,0,0
Grove Mountains 022185,13,1,2003,-72.78111,75.29222
Yamato 793523,13,1,1979,-71.5,35.66667
Asuka 880903,13,1,1988,-72,26
Meteorite Hills 00727,13,1,2000,-79.68333,155.75
Yamato 791099,13,1,1979,-71.5,35.66667
Asuka 881846,13,1,1988,-72,26
Dhofar 1676,13,1,2011,19.43382,54.69043
Yamato 791031,13,1,1979,-71.5,35.66667
Allan Hills 88067,13,1,1988,-76.71667,159.33333
Asuka 881485,13,1,1988,-72,26
Yamato 981351,13,1,1998,0,0
Grove Mountains 051796,13,1,2006,-72.78139,75.31889
Yamato 793466,13,1,1979,-71.5,35.66667
Allan Hills A79040,13,1,1979,-76.70056,159.40111
Allan Hills A81175,13,1,1981,-76.70778,159.3675
Frontier Mountain 84036,13,1,1984,-72.95488,160.47328
Lewis Cliff 86062,13,1,1986,-84.25254,161.39806
Lewis Cliff 86539,13,1,1986,-84.24447,161.40879
Lewis Cliff 87059,13,1,1987,-84.34627,161.46862
Elephant Moraine 87836,13,1,1987,-76.28181,156.45704
Lewis Cliff 88750,13,1,1988,-84.28537,161.38651
Lewis Cliff 88353,13,1,1988,-84.25381,161.39349
Lewis Cliff 88516,13,1,1988,-84.24341,161.50155
Lewis Cliff 88374,13,1,1988,-84.23847,161.43369
Allan Hills 88064,13,1,1988,-76.69016,159.38525
Elephant Moraine 90818,13,1,1990,-76.28187,156.45518
Elephant Moraine 90902,13,1,1990,-76.27998,156.48021
Pecora Escarpment 91330,13,1,1991,-85.67923,-68.74265
Pecora Escarpment 91194,13,1,1991,-85.67248,-68.23092
Queen Alexandra Range 93375,13,1,1993,-84,168
Queen Alexandra Range 94542,13,1,1994,-84,168
Queen Alexandra Range 94543,13,1,1994,-84,168
Frontier Mountain 95046,13,1,1995,-72.99133,160.417
Queen Alexandra Range 97658,13,1,1997,-84,168
Yamato 982704,13,1,1998,0,0
Meteorite Hills 00977,13,1,2000,-79.68333,159.75
Meteorite Hills 01205,13,1,2001,-79.68333,159.75
Larkman Nunatak 06879,13,1,2006,0,0
Miller Range 07238,13,1,2007,0,0
Miller Range 07308,13,1,2007,0,0
Miller Range 07344,13,1,2007,0,0
Dominion Range 10021,13,1,2010,0,0
Dominion Range 10537,13,1,2010,0,0
Yamato 790267,13,1,1979,-71.5,35.66667
Yamato 793172,13,1,1979,-71.5,35.66667
Yamato 983390,13,1,1998,0,0
Yamato 793424,13,1,1979,-71.5,35.66667
Lucerne Valley 057,13,1,2005,34.486,-116.97275
Yamato 74499,13,1,1974,0,35.66667
Yamato 790592,13,1,1979,-71.5,35.66667
Yamato 8454,13,1,1984,-71.5,35.66667
Yamato 74049,13,1,1974,-71.5,35.66667
Yamato 791113,13,1,1979,-71.5,35.66667
Yamato 982742,13,1,1998,0,0
Grove Mountains 020574,13,1,2003,-72.98417,75.24694
Piancaldoli,13,1,1968,44.24417,11.50222
Roosevelt County 050,13,1,1971,34.08333,-103.5
Yamato 74477,13,1,1974,0,35.66667
Allan Hills A77148,13,1,1977,-76.71667,159.66667
Allan Hills A81065,13,1,1981,-76.68806,159.36084
Lewis Cliff 85301,13,1,1985,-84.28402,161.3713
Lewis Cliff 86420,13,1,1986,-84.27374,161.69301
Lewis Cliff 88350,13,1,1988,-84.25199,161.41068
Lewis Cliff 88216,13,1,1988,-84.24982,161.42381
Lewis Cliff 88492,13,1,1988,-84.24769,161.39357
Asuka 881460,13,1,1988,-72,26
Elephant Moraine 90891,13,1,1990,-76.28497,156.49383
Elephant Moraine 90794,13,1,1990,-76.2823,156.46199
Elephant Moraine 90040,13,1,1990,-76.27377,156.48818
Elephant Moraine 90961,13,1,1990,-76.27207,156.43683
Elephant Moraine 90427,13,1,1990,-76.26735,156.43449
Frontier Mountain 90037,13,1,1990,-72.9544,160.49912
Lewis Cliff 93820,13,1,1993,-84.27385,161.6855
Queen Alexandra Range 93686,13,1,1993,-84,168
Queen Alexandra Range 94526,13,1,1994,-84,168
Queen Alexandra Range 94678,13,1,1994,-84,168
Frontier Mountain 95030,13,1,1995,-72.95267,160.50117
Elephant Moraine 96268,13,1,1996,-76.18333,157.16667
Elephant Moraine 96311,13,1,1996,-76.18333,157.16667
Frontier Mountain 97032,13,1,1997,-72.9525,160.52028
Graves Nunataks 98180,13,1,1998,-86.71667,-141.5
Queen Alexandra Range 99514,13,1,1999,-84,168
Queen Alexandra Range 99570,13,1,1999,-84,168
Miller Range 07076,13,1,2007,0,0
Miller Range 07099,13,1,2007,0,0
Miller Range 090203,13,1,2009,0,0
Miller Range 090836,13,1,2009,0,0
Frontier Mountain 10063,13,1,2011,-72.95077,160.4584
El Médano 109,13,1,2011,-24.85,-70.53333
Asuka 881328,13,1,1988,-72,26
Yamato 86300,13,1,1986,-71.5,35.66667
Asuka 881611,13,1,1988,-72,26
Jiddat al Harasis 235,13,1,2005,19.97115,56.39807
Yamato 790194,13,1,1979,-71.5,35.66667
Asuka 881707,13,1,1988,-72,26
Meteorite Hills 00880,13,1,2000,-79.68333,155.75
Yamato 790809,13,1,1979,-71.5,35.66667
Asuka 881519,13,1,1988,-72,26
Yamato 983463,13,1,1998,0,0
Allan Hills A77053,13,1,1977,-76.71667,159.66667
Meteorite Hills 00908,13,1,2000,-79.68333,155.75
Yamato 74055,13,1,1974,-71.5,35.66667
Grove Mountains 022159,13,1,2003,-72.78167,75.30389
Yamato 790421,13,1,1979,-71.5,35.66667
Dhofar 1678,13,1,2011,19.36222,54.51893
Yamato 74529,13,1,1974,0,35.66667
Yamato 791350,13,1,1979,-71.5,35.66667
Yamato 792868,13,1,1979,-71.5,35.66667
Asuka 880728,13,1,1988,-72,26
Asuka 881433,13,1,1988,-72,26
Yamato 790424,13,1,1979,-71.5,35.66667
Yamato 82020,13,1,1982,-71.5,35.66667
Allan Hills 85150,13,1,1985,-76.91421,156.53947
Lewis Cliff 86457,13,1,1986,-84.27425,161.67671
Lewis Cliff 86167,13,1,1986,-84.26164,161.35686
Lewis Cliff 88618,13,1,1988,-84.2695,161.37171
Elephant Moraine 90122,13,1,1990,-76.26678,156.45993
Pecora Escarpment 91342,13,1,1991,-85.67691,-69.06912
