name,mass,year,reclat,reclong
Acfer 198,267,1991,27.51694,3.79139
Thiel Mountains 91703,264.9,1991,-85.1622,-94.57609
Thiel Mountains 91723,264.6,1991,-85.16221,-94.62019
Patuxent Range 91508,264.6,1991,-84.96612,-67.50071
Hughes 011,263,1991,-30.23333,129.08333
Pecora Escarpment 91069,260.4,1991,-85.68186,-68.77367
Pecora Escarpment 91157,259.3,1991,-85.68302,-68.77736
Pecora Escarpment 91059,258.7,1991,-85.67853,-69.05517
Thiel Mountains 91700,256.1,1991,-85.16519,-94.59069
Tanezrouft 027,256,1991,25.22583,0.17361
Acfer 225,255,1991,27.64528,3.94389
Thiel Mountains 91724,253.7,1991,-85.16175,-94.84335
Patuxent Range 91506,250.5,1991,-84.71981,-62.46436
Pecora Escarpment 91045,249,1991,-85.63333,-68.7
Pecora Escarpment 91214,247.3,1991,-85.68622,-68.78279
Pecora Escarpment 91037,243.3,1991,-85.63333,-68.7
Acfer 264,243,1991,27.69472,4.30639
Acfer 233,242,1991,27.71722,4.44806
Amadror 001,239,1991,24.94778,6.94306
Pecora Escarpment 91072,238.8,1991,-85.6811,-68.08675
Pecora Escarpment 91053,238.1,1991,-85.68255,-68.745
Acfer 271,237,1991,27.56111,4.05556
Maroo,236,1991,-25.73333,142.95
Acfer 256,235,1991,27.64611,4.39722
Thiel Mountains 91704,234.7,1991,-85.16496,-94.57511
Thiel Mountains 91721,233.6,1991,-85.16349,-94.60018
Acfer 195,233,1991,27.52472,3.81139
Patuxent Range 91511,232.3,1991,-84.96146,-67.51771
Pecora Escarpment 91073,231.6,1991,-85.68577,-68.88239
Acfer 267,229,1991,27.51056,3.71306
Pecora Escarpment 91007,223.6,1991,-85.68159,-68.77815
Pecora Escarpment 91035,222.2,1991,-85.57644,-68.53658
Acfer 226,221,1991,27.68444,3.99389
Acfer 231,218,1991,27.73472,4.31611
Wisconsin Range 91616,217.7,1991,-86.14467,-124.28507
Pecora Escarpment 91211,215.1,1991,-85.68323,-68.73928
Pecora Escarpment 91132,215,1991,-85.68404,-68.87777
Acfer 199,215,1991,27.48028,3.85139
Acfer 258,212,1991,27.67056,4.34611
Patuxent Range 91507,211.8,1991,-84.96005,-67.58217
Pecora Escarpment 91002,210.2,1991,-85.66706,-67.88631
Pecora Escarpment 91055,209.2,1991,-85.67735,-69.03926
Pecora Escarpment 91061,207.4,1991,-85.63333,-68.7
Thiel Mountains 91707,207.4,1991,-85.16511,-94.55301
Patuxent Range 91510,207.3,1991,-84.96811,-67.46166
Tanezrouft 026,207,1991,25.52611,0.60056
Acfer 274,203,1991,27.63389,4.18722
Acfer 251,202,1991,27.50972,3.88056
Pecora Escarpment 91106,201.1,1991,-85.68523,-67.77657
Wisconsin Range 91618,197.6,1991,-86.15229,-124.29004
Pecora Escarpment 91439,194.5,1991,-85.68217,-68.2347
Pecora Escarpment 91177,188.1,1991,-85.68183,-68.70539
Acfer 283,187,1991,27.70056,4.22944
Pecora Escarpment 91070,186.7,1991,-85.69115,-68.9619
Pecora Escarpment 91050,186.3,1991,-85.66054,-68.35222
Ilizi,185,1991,26.75,8.88333
Wisconsin Range 91600,184.1,1991,-86.5379,-124.2156
Pecora Escarpment 91063,182.8,1991,-85.67694,-69.05946
Pecora Escarpment 91066,180,1991,-85.69199,-68.95795
Tanezrouft 016,180,1991,25.40361,0.52528
Pecora Escarpment 91212,179.9,1991,-85.67801,-68.70831
Pecora Escarpment 91068,179,1991,-85.56735,-68.45281
Patuxent Range 91512,177.4,1991,-84.96241,-67.57757
Acfer 260,177,1991,27.47556,3.71028
Acfer 280,177,1991,27.53528,3.91278
Ben Kesbes 001,177,1991,30.36194,5.30083
Pecora Escarpment 91074,176.9,1991,-85.63333,-68.7
Acfer 217,174,1991,27.59444,3.88583
Hughes 025,172,1991,-30.70117,129.46717
Pecora Escarpment 91134,167,1991,-85.67037,-68.98431
Forrest 035,166,1991,-30.75,128.08333
Thiel Mountains 91718,165.5,1991,-85.15931,-94.59718
Pecora Escarpment 91416,165,1991,-85.70188,-68.51262
Acfer 281,165,1991,27.54222,3.88444
Pecora Escarpment 91107,164.6,1991,-85.66261,-68.44175
El Atchane 002,164,1991,29.69889,4.05889
Thiel Mountains 91714,163.9,1991,-85.15639,-94.57049
Wisconsin Range 91626,163.2,1991,-86.50994,-122.96137
Pecora Escarpment 91317,162.8,1991,-85.67662,-69.06894
Pecora Escarpment 91213,161.4,1991,-85.68795,-68.83073
Patuxent Range 91522,160.2,1991,-84.96828,-67.4163
Acfer 239,160,1991,27.48444,3.66639
Hughes 021,159.9,1991,-30.668,129.462
Thiel Mountains 91705,158.5,1991,-85.16455,-94.57786
Thiel Mountains 91715,156.8,1991,-85.15844,-94.57789
Pecora Escarpment 91437,156.2,1991,-85.65111,-68.58767
Pecora Escarpment 91217,155.4,1991,-85.68497,-68.76222
Pecora Escarpment 91366,153.6,1991,-85.69913,-68.96201
Wisconsin Range 91619,150.3,1991,-86.15351,-124.29386
Wisconsin Range 91628,150.1,1991,-86.51027,-122.9522
Deakin 009,150,1991,-30.73333,128.91667
Wisconsin Range 91625,149.2,1991,-86.53035,-123.09365
Cook 004,149,1991,-30.70167,130.45611
Patuxent Range 91514,148.1,1991,-84.96585,-67.52201
Tanezrouft 030,146,1991,25.14361,0.39639
Acfer 252,146,1991,27.51111,3.88444
Tanezrouft 020,143,1991,25.13806,0.28528
Pecora Escarpment 91049,140.8,1991,-85.57619,-68.52579
Stewart Hills 91800,140.3,1991,-84.2,-86
Pecora Escarpment 91414,138,1991,-85.69516,-69.01524
Hughes 017,138,1991,-30.55167,129.22133
Pecora Escarpment 91391,137.5,1991,-85.68838,-68.33979
Pecora Escarpment 91372,136.6,1991,-85.69922,-68.96758
Patuxent Range 91537,135.1,1991,-84.7802,-62.20491
Great Sand Sea 002,135,1991,25.5,25.41667
Pecora Escarpment 91310,134.7,1991,-85.68245,-68.74539
Pecora Escarpment 91307,133.9,1991,-85.67658,-69.07235
Pecora Escarpment 91464,133.9,1991,-85.59803,-68.37022
Pecora Escarpment 91364,133.1,1991,-85.68836,-68.33928
El Atchane 004,133,1991,29.76306,4.23528
Pecora Escarpment 91390,132.3,1991,-85.68828,-68.3393
El Atchane 005,132,1991,29.53722,4.22639
Pecora Escarpment 91116,131.5,1991,-85.65461,-68.57513
Pecora Escarpment 91216,130.1,1991,-85.68554,-68.78366
Great Sand Sea 001,130,1991,26.2,25.66667
Thiel Mountains 91720,127.2,1991,-85.16404,-94.5938
Pecora Escarpment 91454,125.7,1991,-85.6771,-69.04709
Reid 014,125,1991,-30.08333,128.83333
Acfer 255,124,1991,27.64611,4.39722
Pecora Escarpment 91438,120.3,1991,-85.67015,-68.40572
Pecora Escarpment 91104,120.3,1991,-85.57312,-68.46796
Hughes 031,120,1991,-30.17306,129.53611
Tanezrouft 033,120,1991,25.39222,-0.03639
Acfer 284,120,1991,27.70611,4.20583
LaPaz Icefield 91902,119.2,1991,-86.36667,-70
Pecora Escarpment 91401,118.8,1991,-85.69992,-68.47189
Rio do Pires,118,1991,-13.12333,-42.2885
Sleeper Camp 012,117.3,1991,-30.16867,126.28717
Pecora Escarpment 91003,117.2,1991,-85.67799,-69.0501
Acfer 220,117,1991,27.52417,3.79694
Sleeper Camp 004,115,1991,-30.36667,126.18333
Acfer 197,115,1991,27.55583,4.14
Acfer 259,114,1991,27.52444,3.87361
Acfer 218,114,1991,27.54472,3.74306
Denman 004,113,1991,-30.60217,129.96667
Pecora Escarpment 91267,112.9,1991,-85.66805,-68.69353
Pecora Escarpment 91382,112.1,1991,-85.69914,-68.9618
Pecora Escarpment 91318,111.5,1991,-85.6763,-69.08507
Hughes 023,111,1991,-30.085,129.10283
Great Sand Sea 003,110,1991,26.05,25.66667
Hughes 009,108,1991,-30.41667,129.81667
Pecora Escarpment 91271,107.7,1991,-85.68896,-69.01215
Wisconsin Range 91627,107,1991,-86.50985,-122.96218
Acfer 215,107,1991,27.64028,4.17056
Wisconsin Range 91607,106.7,1991,-86.52309,-123.96975
Wisconsin Range 91608,106.7,1991,-86.52308,-123.97255
Tanezrouft 035,106,1991,25.48861,0.22222
Pecora Escarpment 91239,105.9,1991,-85.56659,-68.42572
Acfer 207,105,1991,27.68806,4.37194
Pecora Escarpment 91006,104.4,1991,-85.69725,-67.67402
Pecora Escarpment 91410,104.4,1991,-85.68991,-68.84543
Hughes 022,104,1991,-30.21583,129.72083
Muckera 003,104,1991,-30.1755,130.089
Pecora Escarpment 91253,103.7,1991,-85.32119,-69.86116
Pecora Escarpment 91411,103.5,1991,-85.68834,-68.33969
Pecora Escarpment 91183,102.5,1991,-85.68782,-67.72854
Pecora Escarpment 91389,101,1991,-85.63333,-68.7
Reid 026,100.6,1991,-30.24833,128.63528
Hughes 030,100,1991,-30.668,129.462
Forrest 034,99,1991,-30.75,128.08333
Acfer 254,99,1991,27.52222,3.94694
Acfer 249,99,1991,27.62167,3.95361
Acfer 276,99,1991,27.63972,4.14528
Muckera 002,98,1991,-30.05,130.21667
Pecora Escarpment 91412,96.2,1991,-85.68832,-68.34102
Pecora Escarpment 91238,96.2,1991,-85.65932,-68.10165
Acfer 279,96,1991,27.64278,4.06889
Patuxent Range 91531,95.6,1991,-84.96249,-67.54042
Patuxent Range 91518,94.7,1991,-84.95909,-67.57309
Patuxent Range 91536,93.6,1991,-84.96255,-67.54226
Pecora Escarpment 91448,92.7,1991,-85.65807,-68.17227
Tanezrouft 021,92,1991,25.13194,0.41056
Acfer 262,92,1991,27.67,4.49722
Pecora Escarpment 91220,91.8,1991,-85.67652,-68.69715
Pecora Escarpment 91453,91.8,1991,-85.65917,-68.16706
Thiel Mountains 91725,91.1,1991,-85.16239,-94.83696
El Atchane 009,91,1991,30.13028,4.48306
Hughes 019,90.5,1991,-30.16833,129.04183
Qued Mya 001,90,1991,30.28306,3.62
El Atchane 001,88,1991,29.685,4.03194
Wisconsin Range 91621,86.5,1991,-86.51339,-122.92467
Acfer 241,86,1991,27.51583,3.72722
Acfer 224,85,1991,27.63889,3.93444
Cook 009,84.2,1991,-30.50683,130.404
Pecora Escarpment 91255,83.9,1991,-85.6648,-68.59069
Pecora Escarpment 91240,83.9,1991,-85.65939,-68.10003
Watson 002,83.8,1991,-30.71667,131.51667
Wisconsin Range 91602,83.3,1991,-86.52607,-123.69857
Acfer 265,83,1991,27.715,4.19278
Wisconsin Range 91617,82.9,1991,-86.14843,-124.25279
Thiel Mountains 91706,82.5,1991,-85.16496,-94.55407
Acfer 236,81,1991,27.51056,3.89111
Pecora Escarpment 91109,80.2,1991,-85.58663,-68.58813
Pecora Escarpment 91085,79.6,1991,-85.65094,-69.081
Acfer 227,78,1991,27.66861,4.425
Wisconsin Range 91610,77.3,1991,-86.46973,-123.46349
Pecora Escarpment 91474,77.2,1991,-85.6698,-68.46076
Patuxent Range 91523,76.6,1991,-84.96778,-67.44574
Frontier Mountain 90001,76.1,1991,-72.95725,160.47038
Pecora Escarpment 91476,75.7,1991,-85.65045,-68.66452
Patuxent Range 91527,75.7,1991,-84.96187,-67.54243
Pecora Escarpment 91241,75,1991,-85.6575,-68.04776
Acfer 245,75,1991,27.56389,3.92639
Acfer 257,75,1991,27.68528,4.50333
Pecora Escarpment 91368,74.6,1991,-85.63333,-68.7
Pecora Escarpment 91101,74.5,1991,-85.68087,-68.37509
Pecora Escarpment 91417,74.2,1991,-85.69048,-68.91223
Pecora Escarpment 91403,73.2,1991,-85.69266,-69.0141
Muckera 013,73,1991,-30.28583,129.957
Acfer 261,73,1991,27.70917,4.42083
Pecora Escarpment 91472,72.5,1991,-85.67787,-69.05071
Pecora Escarpment 91117,72.2,1991,-85.67043,-68.33984
Acfer 278,72,1991,27.63861,4.12722
Pecora Escarpment 91277,71.4,1991,-85.69208,-67.64826
Wisconsin Range 91624,71.1,1991,-86.53734,-123.12291
Pecora Escarpment 91282,71,1991,-85.6899,-69.02339
Hughes 010,71,1991,-30.2635,129.81033
Pecora Escarpment 91287,70.2,1991,-85.68398,-68.77181
Pecora Escarpment 91379,69.3,1991,-85.69471,-69.0752
Acfer 285,69,1991,27.63139,4.10722
Acfer 230,69,1991,27.74056,4.30833
Pecora Escarpment 91087,68.8,1991,-85.68831,-68.34107
Pecora Escarpment 91402,68.1,1991,-85.58234,-68.39884
Pecora Escarpment 91252,68.1,1991,-85.57306,-68.49805
Pecora Escarpment 91218,68,1991,-85.67258,-68.71682
Marengo,68,1991,42.29111,-88.62556
Gibson,67.1,1991,-33.68333,121.8
Acfer 282,67,1991,27.65444,4.27528
Patuxent Range 91520,66.6,1991,-84.96754,-67.45964
LaPaz Icefield 91901,66.5,1991,-86.36667,-70
Wisconsin Range 91613,66.2,1991,-86.12662,-123.38614
Pecora Escarpment 91308,65.9,1991,-85.68684,-68.91178
Acfer 204,64,1991,27.64639,3.98306
Thiel Mountains 91713,63.8,1991,-85.15665,-94.56299
Patuxent Range 91524,63.4,1991,-84.96747,-67.48559
Pecora Escarpment 91309,63,1991,-85.68079,-68.73696
Acfer 272,63,1991,27.57028,4.075
Pecora Escarpment 91105,62.2,1991,-85.56759,-68.43408
Pecora Escarpment 91184,62,1991,-85.68266,-68.32954
Pecora Escarpment 91086,61.3,1991,-85.66101,-69.02824
Pecora Escarpment 91231,60.9,1991,-85.68159,-68.22718
Patuxent Range 91532,60.6,1991,-84.96909,-67.47444
Frontier Mountain 90082,60.48,1991,-72.99444,160.41111
Acfer 247,60,1991,27.63611,4.03139
Pecora Escarpment 91144,59.6,1991,-85.66704,-69.01564
Patuxent Range 91519,59.1,1991,-84.96509,-67.44501
Wisconsin Range 91604,58.4,1991,-86.52653,-123.68859
Hughes 007,58,1991,-30.56833,129.6375
Hughes 016,58,1991,-30.547,129.18917
Pecora Escarpment 91280,57.6,1991,-85.69085,-68.96112
Pecora Escarpment 91396,57.6,1991,-85.68779,-68.34962
Hughes 014,57.5,1991,-30.51867,129.54017
Pecora Escarpment 91235,57.1,1991,-85.31547,-69.79681
Forrest 036,57,1991,-30.75,128.08333
Pecora Escarpment 91276,56.3,1991,-85.63333,-68.7
Acfer 201,55,1991,27.59222,3.91806
Pecora Escarpment 91378,54.8,1991,-85.69737,-68.72953
Pecora Escarpment 91422,54.4,1991,-85.6932,-69.02152
Pecora Escarpment 91215,54,1991,-85.67972,-68.70106
Pecora Escarpment 91178,54,1991,-85.67389,-68.60118
Muckera 014,54,1991,-30.06667,129.8475
Pecora Escarpment 91257,53.8,1991,-85.66787,-68.25751
Hughes 018,53.5,1991,-30.568,129.713
Pecora Escarpment 91189,53.2,1991,-85.68706,-68.37847
Pecora Escarpment 91192,53.1,1991,-85.67974,-68.7224
Denman 003,53,1991,-30.60867,130.08017
Pecora Escarpment 91265,52.7,1991,-85.69357,-67.63729
Pecora Escarpment 91008,51.7,1991,-85.67782,-69.07762
Pecora Escarpment 91350,50.2,1991,-85.68201,-68.74666
Pecora Escarpment 91413,50.1,1991,-85.70003,-68.54934
Patuxent Range 91550,50,1991,-84.96321,-67.53917
Mundrabilla 019,50,1991,-30.50583,127.43417
Patuxent Range 91515,49.5,1991,-84.96352,-67.52507
Pecora Escarpment 91459,49.3,1991,-85.66126,-68.11959
Pecora Escarpment 91383,48.9,1991,-85.66605,-68.54123
Pecora Escarpment 91400,48.8,1991,-85.69224,-69.05878
Pecora Escarpment 91320,48.4,1991,-85.6727,-68.98124
Pecora Escarpment 91095,48.3,1991,-85.68825,-68.34009
Muckera 004,48,1991,-30.36667,130.08333
Tanezrouft 022,48,1991,25.11444,0.31472
Thiel Mountains 91722,47.4,1991,-85.1579,-94.60757
Acfer 253,47,1991,27.51361,3.89694
Pecora Escarpment 91467,46.9,1991,-85.67876,-69.05982
Pecora Escarpment 91264,46.6,1991,-85.63333,-68.7
Pecora Escarpment 91102,46.4,1991,-85.59158,-68.52108
Pecora Escarpment 91221,46,1991,-85.67545,-68.71658
Pecora Escarpment 91108,44.7,1991,-85.6558,-68.18839
Pecora Escarpment 91186,43.2,1991,-85.68193,-68.70424
Pecora Escarpment 91133,43.1,1991,-85.67711,-69.053
Muckera 012,43,1991,-30.35,130.03333
El Atchane 006,43,1991,29.73972,4.22139
Patuxent Range 91539,42.7,1991,-84.75515,-62.52034
Hughes 032,42.7,1991,-30.16833,129.5
Cook 006,41.8,1991,-30.50683,130.404
Pecora Escarpment 91098,41.4,1991,-85.65425,-69.09047
Pecora Escarpment 91286,41.1,1991,-85.69035,-68.94305
Pecora Escarpment 91179,41.1,1991,-85.68497,-67.53987
Acfer 277,41,1991,27.63917,4.14278
Pecora Escarpment 91261,40.5,1991,-85.68214,-68.35661
Pecora Escarpment 91395,39.7,1991,-85.64599,-69.05071
Pecora Escarpment 91198,38.9,1991,-85.68018,-68.71329
Pecora Escarpment 91346,38.6,1991,-85.68217,-68.75794
Pecora Escarpment 91167,37.9,1991,-85.68627,-68.93891
Pecora Escarpment 91082,37.9,1991,-85.63524,-68.49896
Pecora Escarpment 91081,37.8,1991,-85.68134,-68.8249
Pecora Escarpment 91393,37.6,1991,-85.68994,-68.91388
Pecora Escarpment 91233,37.6,1991,-85.56546,-68.44305
Wisconsin Range 91620,37.3,1991,-86.52157,-122.6787
Pecora Escarpment 91080,37.1,1991,-85.68006,-68.68107
Pecora Escarpment 91479,37.1,1991,-85.65753,-68.60027
Tanezrouft 024,37,1991,25.43389,0.01306
Pecora Escarpment 91420,36.7,1991,-85.68839,-68.34103
Pecora Escarpment 91223,36.6,1991,-85.68528,-68.79137
Pecora Escarpment 91415,36.3,1991,-85.69025,-68.94491
Tanezrouft 029,36,1991,25.54111,0.49667
Pecora Escarpment 91244,35.7,1991,-85.66624,-68.22216
Cook 010,35.4,1991,-30.16967,130.70533
Pecora Escarpment 91084,34.4,1991,-85.67649,-69.08277
Pecora Escarpment 91470,33.5,1991,-85.67713,-68.26602
Pecora Escarpment 91173,33.4,1991,-85.67624,-69.04787
Pecora Escarpment 91154,33.1,1991,-85.6828,-68.7806
Pecora Escarpment 91096,33,1991,-85.68798,-68.34962
Pecora Escarpment 91370,33,1991,-85.63333,-68.7
Pecora Escarpment 91386,32.3,1991,-85.63333,-68.7
Pecora Escarpment 91124,32.3,1991,-85.5678,-68.43751
Pecora Escarpment 91274,32.2,1991,-85.67723,-68.70121
Pecora Escarpment 91197,32.1,1991,-85.67661,-68.6314
Tanezrouft 019,32,1991,24.74611,0.19889
Pecora Escarpment 91323,31.8,1991,-85.67437,-68.98393
Pecora Escarpment 91176,31.6,1991,-85.68043,-68.29586
Pecora Escarpment 91145,31.4,1991,-85.68208,-68.82332
Pecora Escarpment 91424,31.3,1991,-85.68776,-68.90476
Pecora Escarpment 91367,31.3,1991,-85.63333,-68.7
Forrest 033,31.3,1991,-30.75,128.08333
Pecora Escarpment 91270,31.2,1991,-85.69699,-68.85339
Pecora Escarpment 91306,31.2,1991,-85.67923,-68.74367
Hughes 015,31.2,1991,-30.51667,129.192
Pecora Escarpment 91126,30.8,1991,-85.68392,-67.74303
Pecora Escarpment 91112,30.7,1991,-85.59235,-68.56948
Denman 002,30,1991,-30.6,130.06667
Pecora Escarpment 91475,29.9,1991,-85.66561,-68.30703
Pecora Escarpment 91158,29.8,1991,-85.68646,-69.01476
Patuxent Range 91535,29.4,1991,-84.96184,-67.57967
Wisconsin Range 91606,29.1,1991,-86.52146,-123.83598
Acfer 196,29,1991,27.57694,4.03389
Pecora Escarpment 91419,28.7,1991,-85.69321,-69.0472
Pecora Escarpment 91480,28.5,1991,-85.65535,-68.57543
Pecora Escarpment 91166,28.2,1991,-85.67891,-69.0595
Tanezrouft 031,28,1991,25.16056,0.29944
Pecora Escarpment 91266,27.8,1991,-85.69089,-69.03401
Pecora Escarpment 91461,27.5,1991,-85.66528,-68.68308
Pecora Escarpment 91143,27.4,1991,-85.67696,-69.06041
Pecora Escarpment 91148,27,1991,-85.67195,-69.00021
Pecora Escarpment 91083,26.9,1991,-85.68144,-68.82871
Patuxent Range 91538,26.9,1991,-84.96407,-67.50322
Pecora Escarpment 91339,26.8,1991,-85.67985,-68.75014
Pecora Escarpment 91324,26.8,1991,-85.67909,-69.07656
Pecora Escarpment 91338,26.5,1991,-85.68292,-68.82981
Pecora Escarpment 91168,26.5,1991,-85.67399,-68.65725
Pecora Escarpment 91091,26.4,1991,-85.65935,-69.0557
Pecora Escarpment 91289,26.2,1991,-85.68849,-67.71507
Frontier Mountain 90003,26.1,1991,-72.95502,160.43827
Pecora Escarpment 91232,26,1991,-85.66194,-68.16816
Muckera 011,26,1991,-30.36667,130.08333
Pecora Escarpment 91363,25.8,1991,-85.6578,-69.04448
Pecora Escarpment 91004,25.7,1991,-85.68954,-68.95351
Pecora Escarpment 91236,25.3,1991,-85.5768,-68.52665
Pecora Escarpment 91110,25.1,1991,-85.63333,-68.7
Pecora Escarpment 91187,25,1991,-85.68028,-68.72284
Pecora Escarpment 91088,25,1991,-85.65798,-69.03397
Hughes 012,25,1991,-30.28333,129.56667
Pecora Escarpment 91484,24.9,1991,-85.66084,-68.23017
Nurina 005,24.8,1991,-30.49117,126.4625
Pecora Escarpment 91337,24.7,1991,-85.67442,-68.97933
Frontier Mountain 90235,23.94,1991,-72.95611,160.44139
Pecora Escarpment 91268,23.8,1991,-85.68216,-68.79709
Pecora Escarpment 91092,23.7,1991,-85.65653,-69.02283
Pecora Escarpment 91321,23.6,1991,-85.67671,-69.0633
Hughes 020,23.6,1991,-30.27467,129.0185
Reid 015,23.5,1991,-30.28667,128.635
Pecora Escarpment 91204,23.4,1991,-85.68153,-68.71682
Pecora Escarpment 91432,23.3,1991,-85.63333,-68.7
Pecora Escarpment 91294,23.2,1991,-85.68783,-68.92775
Pecora Escarpment 91347,23.1,1991,-85.6815,-68.80952
Patuxent Range 91521,22.8,1991,-84.96163,-67.45795
Pecora Escarpment 91446,22.7,1991,-85.67856,-69.05905
Sinawan 004,22.4,1991,30.96667,11.61667
Pecora Escarpment 91113,22.2,1991,-85.63333,-68.7
Frontier Mountain 90002,22.1,1991,-72.95502,160.48016
Pecora Escarpment 91369,22,1991,-85.65818,-69.02361
Tanezrouft 023,22,1991,25.31222,-0.35583
Pecora Escarpment 91242,21.9,1991,-85.57651,-68.5291
Pecora Escarpment 91312,21.7,1991,-85.68182,-68.83396
Reid 025,21.4,1991,-30.28667,128.57333
Pecora Escarpment 91473,21.3,1991,-85.66443,-68.32525
Pecora Escarpment 91259,21,1991,-85.59112,-68.52967
Pecora Escarpment 91078,20.9,1991,-85.67956,-68.7454
Pecora Escarpment 91123,20.9,1991,-85.66496,-68.58659
Pecora Escarpment 91254,20.8,1991,-85.65823,-68.5966
Pecora Escarpment 91361,20.8,1991,-85.63333,-68.7
Pecora Escarpment 91128,20.8,1991,-85.56341,-68.37618
Pecora Escarpment 91388,20.7,1991,-85.6927,-69.01495
Pecora Escarpment 91226,20.7,1991,-85.67968,-68.73714
Pecora Escarpment 91314,20.7,1991,-85.67864,-69.07062
Pecora Escarpment 91374,20.5,1991,-85.68822,-68.34139
Pecora Escarpment 91234,20.5,1991,-85.68353,-68.17794
Pecora Escarpment 91140,20.3,1991,-85.67698,-69.0521
Pecora Escarpment 91463,20.3,1991,-85.66673,-68.28574
Pecora Escarpment 91281,20.1,1991,-85.68835,-68.90241
Muckera 006,20,1991,-30.36667,130.08333
Hughes 033,20,1991,-30.13389,129.0625
Pecora Escarpment 91156,19.7,1991,-85.66681,-69.02116
Reid 027,19.7,1991,-30.31806,128.37333
Pecora Escarpment 91428,19.6,1991,-85.68768,-68.36234
Pecora Escarpment 91229,19.6,1991,-85.67498,-68.72478
Pecora Escarpment 91275,19.5,1991,-85.68102,-68.76888
Pecora Escarpment 91450,19.3,1991,-85.66861,-68.06133
Pecora Escarpment 91362,19.3,1991,-85.66043,-69.04611
Pecora Escarpment 91269,19.2,1991,-85.68156,-68.81937
Pecora Escarpment 91489,19,1991,-85.61578,-68.58282
Henvic,19,1991,48.65,-3.91667
Pecora Escarpment 91180,18.9,1991,-85.67555,-68.62278
Pecora Escarpment 91150,18.9,1991,-85.67317,-68.67519
Pecora Escarpment 91094,18.8,1991,-85.65769,-69.06756
Pecora Escarpment 91097,18.7,1991,-85.65587,-69.0411
Pecora Escarpment 91297,18.5,1991,-85.67946,-68.26503
Pecora Escarpment 91375,18.5,1991,-85.65905,-69.05721
Patuxent Range 91526,18.4,1991,-84.79042,-62.25241
Pecora Escarpment 91077,18.3,1991,-85.69629,-69.07182
Pecora Escarpment 91462,18.2,1991,-85.67238,-68.22148
Frontier Mountain 90005,18.2,1991,-72.95551,160.44071
Pecora Escarpment 91425,18.1,1991,-85.68684,-68.95035
