name,mass,year,reclat,reclong
Elephant Moraine 90189,7.8,1990,-76.28077,156.4968
Elephant Moraine 90195,7.7,1990,-76.28749,156.4779
Elephant Moraine 90787,7.7,1990,-76.28296,156.45927
Frontier Mountain 90074,7.7,1990,-72.95556,160.46457
Elephant Moraine 90829,7.6,1990,-76.28958,156.4563
Elephant Moraine 90417,7.6,1990,-76.27264,156.42686
Queen Alexandra Range 90280,7.5,1990,-84.59666,162.29559
Elephant Moraine 90553,7.5,1990,-76.28344,156.46495
Elephant Moraine 90298,7.5,1990,-76.28141,156.42888
Elephant Moraine 90887,7.5,1990,-76.27455,156.51232
Frontier Mountain 90033,7.5,1990,-72.95556,160.46457
Frontier Mountain 90180,7.5,1990,-72.95488,160.47328
Elephant Moraine 90830,7.4,1990,-76.28587,156.44218
Elephant Moraine 90655,7.4,1990,-76.27694,156.42702
Elephant Moraine 90428,7.3,1990,-76.29299,156.35
Elephant Moraine 90260,7.3,1990,-76.28915,156.462
Elephant Moraine 90349,7.3,1990,-76.2669,156.46053
Frontier Mountain 90159,7.22,1990,-72.95417,160.50325
Elephant Moraine 90785,7.2,1990,-76.28604,156.45003
Elephant Moraine 90194,7.2,1990,-76.28402,156.47769
Elephant Moraine 90268,7.2,1990,-76.2831,156.4269
Elephant Moraine 90825,7.2,1990,-76.28127,156.45632
Frontier Mountain 90102,7.2,1990,-72.95488,160.47328
Frontier Mountain 90030,7.2,1990,-72.95315,160.52359
Frontier Mountain 90205,7.13,1990,-72.99167,160.40889
Elephant Moraine 90438,7.1,1990,-76.26821,156.4352
Frontier Mountain 90145,7.1,1990,-72.95431,160.50065
Elephant Moraine 90558,6.9,1990,-76.28879,156.42882
Elephant Moraine 90522,6.9,1990,-76.28689,156.43299
Elephant Moraine 90836,6.9,1990,-76.28274,156.47277
Frontier Mountain 90096,6.9,1990,-72.95386,160.51258
Allan Hills 90406,6.8,1990,-76.9512,156.93593
Elephant Moraine 90529,6.8,1990,-76.28737,156.42991
Elephant Moraine 90555,6.8,1990,-76.28581,156.44145
Elephant Moraine 90439,6.8,1990,-76.28187,156.46086
Elephant Moraine 90543,6.7,1990,-76.2873,156.42982
Elephant Moraine 90200,6.7,1990,-76.2854,156.4859
Elephant Moraine 90946,6.7,1990,-76.27827,156.43924
Elephant Moraine 90233,6.6,1990,-76.28817,156.47906
Elephant Moraine 90527,6.6,1990,-76.28159,156.4592
Elephant Moraine 90045,6.6,1990,-76.2766,156.48896
Elephant Moraine 90261,6.6,1990,-76.27359,156.48414
Elephant Moraine 90991,6.6,1990,-76.27151,156.45692
Elephant Moraine 90322,6.5,1990,-76.27196,156.45114
Elephant Moraine 90095,6.5,1990,-76.27071,156.44777
Elephant Moraine 90373,6.5,1990,-76.26976,156.43451
Elephant Moraine 90330,6.5,1990,-76.2686,156.46636
Elephant Moraine 90333,6.5,1990,-76.26638,156.45654
Elephant Moraine 90253,6.5,1990,-76.26444,156.55681
Frontier Mountain 90128,6.5,1990,-72.956,160.44775
Elephant Moraine 90592,6.4,1990,-76.28679,156.45309
Elephant Moraine 90909,6.4,1990,-76.26825,156.49748
Frontier Mountain 90034,6.4,1990,-72.95556,160.45233
Allan Hills 90412,6.3,1990,-77.01668,156.92231
Elephant Moraine 90814,6.3,1990,-76.28735,156.43985
Elephant Moraine 90320,6.3,1990,-76.28592,156.44383
Frontier Mountain 90132,6.22,1990,-72.96002,160.48444
Elephant Moraine 90591,6.2,1990,-76.28722,156.44045
Elephant Moraine 90103,6.2,1990,-76.28638,156.41872
Elephant Moraine 90027,6.2,1990,-76.27075,156.42087
Elephant Moraine 90331,6.2,1990,-76.26645,156.45669
Frontier Mountain 90062,6.2,1990,-72.95328,160.44087
Elephant Moraine 90801,6.1,1990,-76.28739,156.43946
Elephant Moraine 90811,6.1,1990,-76.2826,156.4618
Elephant Moraine 90557,6.1,1990,-76.28115,156.4342
Elephant Moraine 90915,6.1,1990,-76.26869,156.49893
Elephant Moraine 90037,6,1990,-76.29151,156.44206
Elephant Moraine 90762,6,1990,-76.2901,156.45746
Elephant Moraine 90228,6,1990,-76.28368,156.48011
Elephant Moraine 90412,5.9,1990,-76.27372,156.42783
Frontier Mountain 90007,5.9,1990,-72.95341,160.52175
Frontier Mountain 90183,5.88,1990,-72.95488,160.47328
Elephant Moraine 90093,5.8,1990,-76.28894,156.41402
Elephant Moraine 90768,5.8,1990,-76.28808,156.43718
Elephant Moraine 90227,5.8,1990,-76.28392,156.47398
Elephant Moraine 90781,5.8,1990,-76.2829,156.46722
Elephant Moraine 90039,5.8,1990,-76.27893,156.51525
Elephant Moraine 90784,5.7,1990,-76.28484,156.43904
Elephant Moraine 90992,5.7,1990,-76.27739,156.42205
Elephant Moraine 90288,5.7,1990,-76.27072,156.45159
Frontier Mountain 90065,5.7,1990,-72.95431,160.50221
Elephant Moraine 90278,5.6,1990,-76.28946,156.41701
Elephant Moraine 90709,5.6,1990,-76.28316,156.41245
Elephant Moraine 90947,5.6,1990,-76.27457,156.43029
Frontier Mountain 90124,5.6,1990,-72.95399,160.50405
Frontier Mountain 90215,5.55,1990,-72.95583,160.43833
Elephant Moraine 90521,5.5,1990,-76.29002,156.43221
Elephant Moraine 90821,5.5,1990,-76.28427,156.45955
Elephant Moraine 90770,5.5,1990,-76.28237,156.46321
Elephant Moraine 90126,5.5,1990,-76.27975,156.43124
Elephant Moraine 90346,5.5,1990,-76.27779,156.47871
Elephant Moraine 90038,5.5,1990,-76.27343,156.49053
Elephant Moraine 90068,5.5,1990,-76.26668,156.45038
Elephant Moraine 90584,5.5,1990,-76.26503,156.49249
Frontier Mountain 90026,5.5,1990,-72.95413,160.50524
Frontier Mountain 90010,5.5,1990,-72.95404,160.52236
Elephant Moraine 90760,5.4,1990,-76.28384,156.43736
Elephant Moraine 90312,5.4,1990,-76.26909,156.45545
Elephant Moraine 90190,5.4,1990,-76.26593,156.52249
Elephant Moraine 90642,5.4,1990,-76.26554,156.42553
Frontier Mountain 90147,5.4,1990,-72.95431,160.50145
Elephant Moraine 90742,5.3,1990,-76.28286,156.40906
Elephant Moraine 90416,5.3,1990,-76.28057,156.43334
Elephant Moraine 90060,5.3,1990,-76.27855,156.42319
Elephant Moraine 90046,5.3,1990,-76.26589,156.51583
Frontier Mountain 90098,5.3,1990,-72.95341,160.51288
Elephant Moraine 90519,5.2,1990,-76.28817,156.43216
Elephant Moraine 90562,5.2,1990,-76.28782,156.43144
Elephant Moraine 90808,5.2,1990,-76.28631,156.43429
Elephant Moraine 90722,5.2,1990,-76.2667,156.44994
Frontier Mountain 90040,5.2,1990,-72.95395,160.50405
Frontier Mountain 90041,5.1,1990,-72.95377,160.50405
Frontier Mountain 90178,5.06,1990,-72.95556,160.4661
Elephant Moraine 90776,5,1990,-76.28988,156.45625
Elephant Moraine 90745,5,1990,-76.28912,156.41081
Elephant Moraine 90809,5,1990,-76.2874,156.43731
Elephant Moraine 90542,5,1990,-76.28533,156.43785
Frontier Mountain 90243,4.93,1990,-72.95547,160.44056
Elephant Moraine 90538,4.9,1990,-76.28895,156.4307
Elephant Moraine 90795,4.9,1990,-76.28774,156.43651
Elephant Moraine 90507,4.9,1990,-76.28735,156.44904
Elephant Moraine 90763,4.9,1990,-76.28583,156.43812
Frontier Mountain 90009,4.9,1990,-72.95381,160.50646
Frontier Mountain 90137,4.89,1990,-72.95341,160.51411
Elephant Moraine 90778,4.8,1990,-76.2915,156.44504
Elephant Moraine 90263,4.8,1990,-76.28899,156.45698
Elephant Moraine 90771,4.8,1990,-76.28751,156.43651
Elephant Moraine 90978,4.8,1990,-76.26868,156.44126
Elephant Moraine 90968,4.8,1990,-76.26852,156.44275
Frontier Mountain 90144,4.8,1990,-72.95556,160.45631
Frontier Mountain 90068,4.8,1990,-72.9531,160.44087
Elephant Moraine 90098,4.7,1990,-76.27073,156.44742
Elephant Moraine 90335,4.7,1990,-76.26557,156.48775
Elephant Moraine 90587,4.6,1990,-76.28798,156.467
Elephant Moraine 90916,4.6,1990,-76.26579,156.5072
Frontier Mountain 90055,4.6,1990,-72.95341,160.52175
Elephant Moraine 90924,4.5,1990,-76.27689,156.43492
Frontier Mountain 90138,4.48,1990,-72.95315,160.52451
Elephant Moraine 90701,4.4,1990,-76.28303,156.41808
Frontier Mountain 90229,4.38,1990,-72.95528,160.44056
Elephant Moraine 90589,4.3,1990,-76.28695,156.46082
Elephant Moraine 90516,4.3,1990,-76.28538,156.43995
Elephant Moraine 90621,4.3,1990,-76.26936,156.41791
Elephant Moraine 90563,4.2,1990,-76.28543,156.44073
Elephant Moraine 90744,4.1,1990,-76.29006,156.37444
Elephant Moraine 90788,4.1,1990,-76.28864,156.43379
Elephant Moraine 90549,4.1,1990,-76.28809,156.43778
Elephant Moraine 90547,4.1,1990,-76.28151,156.45887
Elephant Moraine 90080,4.1,1990,-76.27008,156.54171
Elephant Moraine 90050,4.1,1990,-76.26568,156.4887
Frontier Mountain 90185,4.05,1990,-72.95431,160.50126
Frontier Mountain 90207,4.04,1990,-72.95488,160.47328
Elephant Moraine 90523,4,1990,-76.28963,156.45819
Elephant Moraine 90827,4,1990,-76.28738,156.44134
Elephant Moraine 90588,4,1990,-76.28534,156.44977
Elephant Moraine 90910,4,1990,-76.28196,156.47777
Elephant Moraine 90977,4,1990,-76.27696,156.43943
Frontier Mountain 90230,3.98,1990,-72.95528,160.44
Frontier Mountain 90190,3.93,1990,-72.95556,160.44775
Elephant Moraine 90091,3.9,1990,-76.28868,156.46699
Elephant Moraine 90033,3.9,1990,-76.2861,156.44289
Elephant Moraine 90989,3.9,1990,-76.27334,156.44288
Elephant Moraine 90433,3.9,1990,-76.27097,156.43007
Elephant Moraine 90430,3.9,1990,-76.26664,156.40176
Elephant Moraine 90625,3.8,1990,-76.27934,156.43196
Elephant Moraine 90405,3.8,1990,-76.2773,156.37581
Elephant Moraine 90981,3.8,1990,-76.27104,156.4357
Frontier Mountain 90057,3.8,1990,-72.95265,160.51518
Elephant Moraine 90757,3.7,1990,-76.28575,156.49583
Elephant Moraine 90864,3.7,1990,-76.27481,156.50133
Frontier Mountain 90212,3.7,1990,-72.95551,160.43643
Frontier Mountain 90099,3.7,1990,-72.95404,160.53659
Frontier Mountain 90095,3.7,1990,-72.95386,160.50646
Elephant Moraine 90782,3.6,1990,-76.29311,156.43586
Elephant Moraine 90083,3.6,1990,-76.28863,156.43292
Frontier Mountain 90016,3.6,1990,-72.954,160.50405
Frontier Mountain 90173,3.56,1990,-72.95488,160.47328
Elephant Moraine 90812,3.5,1990,-76.28526,156.45039
Frontier Mountain 90064,3.5,1990,-72.95457,160.50374
Elephant Moraine 90817,3.3,1990,-76.2886,156.43297
Elephant Moraine 90342,3.3,1990,-76.28198,156.42784
Frontier Mountain 90038,3.3,1990,-72.95431,160.50142
Frontier Mountain 90221,3.25,1990,-72.9531,160.4479
Elephant Moraine 90807,3.2,1990,-76.29001,156.43971
Elephant Moraine 90789,3.2,1990,-76.28747,156.44953
Elephant Moraine 90624,3.2,1990,-76.28725,156.44703
Elephant Moraine 90590,3.2,1990,-76.28526,156.44048
Elephant Moraine 90766,3.2,1990,-76.28521,156.44383
Elephant Moraine 90256,3.2,1990,-76.28208,156.4495
Frontier Mountain 90077,3.2,1990,-72.95556,160.45845
Frontier Mountain 90200,3.19,1990,-72.95556,160.53778
Frontier Mountain 90218,3.18,1990,-72.95583,160.43833
Elephant Moraine 90594,3.1,1990,-76.28345,156.43534
Elephant Moraine 90942,3.1,1990,-76.26747,156.44206
Frontier Mountain 90112,3.1,1990,-72.95489,160.44347
Frontier Mountain 90186,3.09,1990,-72.95306,160.43917
Frontier Mountain 90134,3.04,1990,-72.95404,160.50371
Elephant Moraine 90831,3,1990,-76.28071,156.45093
Elephant Moraine 90106,3,1990,-76.2773,156.4595
Elephant Moraine 90265,3,1990,-76.27404,156.48612
Elephant Moraine 90911,3,1990,-76.26579,156.50732
Elephant Moraine 90914,2.9,1990,-76.28806,156.47053
Elephant Moraine 90669,2.9,1990,-76.27986,156.43233
Elephant Moraine 90969,2.9,1990,-76.27885,156.43785
Elephant Moraine 90976,2.9,1990,-76.27015,156.43852
Elephant Moraine 90339,2.9,1990,-76.26636,156.46013
Frontier Mountain 90242,2.85,1990,-72.9556,160.43857
Elephant Moraine 90264,2.8,1990,-76.27311,156.48928
Elephant Moraine 90988,2.8,1990,-76.26811,156.43844
Elephant Moraine 90718,2.8,1990,-76.26702,156.45029
Frontier Mountain 90125,2.8,1990,-72.95488,160.47328
Elephant Moraine 90344,2.7,1990,-76.28295,156.45298
Elephant Moraine 90586,2.7,1990,-76.28202,156.47199
Frontier Mountain 90023,2.7,1990,-72.95488,160.47328
Frontier Mountain 90237,2.69,1990,-72.95472,160.44444
Frontier Mountain 90189,2.66,1990,-72.95364,160.44282
Elephant Moraine 90813,2.6,1990,-76.28631,156.44991
Elephant Moraine 90434,2.6,1990,-76.27494,156.38615
Frontier Mountain 90222,2.58,1990,-72.95578,160.43857
Frontier Mountain 90197,2.57,1990,-72.95563,160.45233
Frontier Mountain 90170,2.53,1990,-72.95488,160.47328
Elephant Moraine 90790,2.5,1990,-76.28762,156.44817
Frontier Mountain 90227,2.45,1990,-72.95578,160.43857
Elephant Moraine 90085,2.4,1990,-76.2888,156.42257
Elephant Moraine 90714,2.4,1990,-76.26659,156.44809
Frontier Mountain 90210,2.31,1990,-72.95488,160.47328
Frontier Mountain 90017,2.3,1990,-72.95381,160.50646
Frontier Mountain 90241,2.29,1990,-72.95564,160.44178
Frontier Mountain 90208,2.21,1990,-72.95488,160.47328
Elephant Moraine 90041,2.2,1990,-76.28809,156.44016
Elephant Moraine 90548,2.2,1990,-76.28525,156.45131
Elephant Moraine 90225,2.2,1990,-76.26813,156.49546
Elephant Moraine 90715,2.2,1990,-76.26651,156.44808
Elephant Moraine 90448,2.2,1990,-76.26554,156.40286
Frontier Mountain 90108,2.2,1990,-72.95417,160.50218
Frontier Mountain 90136,2.2,1990,-72.95413,160.50371
Frontier Mountain 90097,2.2,1990,-72.95341,160.52206
Frontier Mountain 90184,2.18,1990,-72.95488,160.47328
Frontier Mountain 90139,2.18,1990,-72.9527,160.5268
Elephant Moraine 90140,2.1,1990,-76.29084,156.41195
Elephant Moraine 90338,2.1,1990,-76.28922,156.4278
Elephant Moraine 90824,2.1,1990,-76.28732,156.44992
Elephant Moraine 90583,2.1,1990,-76.28395,156.46472
Elephant Moraine 90419,2.1,1990,-76.27651,156.37532
Elephant Moraine 90972,2.1,1990,-76.26747,156.44215
Elephant Moraine 90634,2.1,1990,-76.26739,156.41911
Frontier Mountain 90165,2.1,1990,-72.95556,160.47221
Frontier Mountain 90141,2.1,1990,-72.9531,160.43934
Frontier Mountain 90179,2.05,1990,-72.95488,160.47328
Frontier Mountain 90196,2.01,1990,-72.95607,160.45081
Elephant Moraine 90337,2,1990,-76.26624,156.45728
Frontier Mountain 90019,2,1990,-72.95488,160.47328
Elephant Moraine 90345,1.9,1990,-76.27978,156.43334
Elephant Moraine 90984,1.9,1990,-76.27404,156.43113
Frontier Mountain 90103,1.9,1990,-72.95493,160.44285
Frontier Mountain 90129,1.9,1990,-72.95431,160.50126
Frontier Mountain 90214,1.85,1990,-72.95506,160.43918
Elephant Moraine 90823,1.8,1990,-76.28516,156.46083
Elephant Moraine 90406,1.8,1990,-76.26808,156.43665
Frontier Mountain 90011,1.8,1990,-72.95488,160.47328
Frontier Mountain 90126,1.8,1990,-72.95488,160.47328
Allan Hills 90402,1.7,1990,-76.70085,159.39389
Elephant Moraine 90582,1.7,1990,-76.28807,156.43831
Elephant Moraine 90424,1.7,1990,-76.27799,156.42838
Frontier Mountain 90122,1.7,1990,-72.95435,160.44148
Frontier Mountain 90209,1.67,1990,-72.95488,160.47328
Frontier Mountain 90176,1.61,1990,-72.95488,160.47328
Elephant Moraine 90236,1.6,1990,-76.26761,156.53379
Elephant Moraine 90716,1.6,1990,-76.26701,156.45035
Frontier Mountain 90008,1.6,1990,-72.95488,160.47328
Frontier Mountain 90032,1.6,1990,-72.95488,160.47328
Elephant Moraine 90970,1.5,1990,-76.26822,156.43949
Frontier Mountain 90123,1.5,1990,-72.95319,160.43934
Frontier Mountain 90206,1.48,1990,-72.95488,160.47328
Elephant Moraine 90803,1.4,1990,-76.28734,156.46046
Elephant Moraine 90422,1.4,1990,-76.27526,156.39024
Elephant Moraine 90641,1.4,1990,-76.27051,156.42509
Elephant Moraine 90659,1.4,1990,-76.26705,156.43799
Elephant Moraine 90104,1.3,1990,-76.28153,156.413
Elephant Moraine 90644,1.3,1990,-76.27515,156.39015
Elephant Moraine 90635,1.3,1990,-76.27513,156.38914
Elephant Moraine 90035,1.3,1990,-76.26583,156.50532
Frontier Mountain 90100,1.3,1990,-72.95489,160.43429
Frontier Mountain 90021,1.3,1990,-72.95488,160.47328
Frontier Mountain 90140,1.28,1990,-72.95556,160.46441
Elephant Moraine 90983,1.2,1990,-76.27417,156.43974
Elephant Moraine 90985,1.2,1990,-76.26785,156.44033
Elephant Moraine 90986,1.2,1990,-76.2675,156.44222
Elephant Moraine 90047,1.2,1990,-76.26535,156.49442
Frontier Mountain 90217,1.19,1990,-72.95578,160.43857
Frontier Mountain 90101,1.1,1990,-72.95489,160.44469
Frontier Mountain 90240,1.05,1990,-72.95489,160.44408
Elephant Moraine 90107,1,1990,-76.28349,156.42791
Frontier Mountain 90220,0.96,1990,-72.95472,160.44167
Frontier Mountain 90198,0.93,1990,-72.99083,160.54083
Elephant Moraine 90561,0.9,1990,-76.28724,156.42988
Elephant Moraine 90820,0.9,1990,-76.28198,156.45502
Frontier Mountain 90060,0.89,1990,-72.9556,160.43854
Allan Hills 90409,0.8,1990,-76.97131,156.90059
Elephant Moraine 90979,0.8,1990,-76.2776,156.43493
Frontier Mountain 90020,0.8,1990,-72.95556,160.44775
Elephant Moraine 90432,0.7,1990,-76.27671,156.36969
Frontier Mountain 90199,0.66,1990,-72.95591,160.54133
Frontier Mountain 90133,0.61,1990,-72.95488,160.47328
Allan Hills 90407,0.6,1990,-76.95444,156.93741
Elephant Moraine 90348,0.6,1990,-76.2669,156.46037
Elephant Moraine 90918,0.6,1990,-76.26684,156.44993
Elephant Moraine 90347,0.6,1990,-76.26669,156.46041
Elephant Moraine 90449,0.5,1990,-76.26952,156.4466
Frontier Mountain 90063,0.49,1990,-72.9531,160.43781
Elephant Moraine 90248,0.4,1990,-76.29429,156.45913
Frontier Mountain 90177,0.32,1990,-72.95488,160.47328
Elephant Moraine 90912,0.2,1990,-76.2733,156.48695
Elephant Moraine 90919,0.2,1990,-76.2692,156.46374
Österplana 005,0,1990,58.58333,13.43333
Longtian,350000,1991,27.35,108.5
Mount Tazerzait,110000,1991,18.7,4.8
Vyatka,45000,1991,57.53333,49
Vermillion,34360,1991,39.73633,-96.36133
Sinawan 001,28600,1991,31,11.66667
Campos Sales,23680,1991,-7.03333,-40.16667
Maltahöhe,22270,1991,-24.91667,16.98333
Pecora Escarpment 91009,18000,1991,-85.6882,-68.33784
Patuxent Range 91500,16540.6,1991,-85.07424,-64.46576
Cole Creek,16300,1991,41.35,-99.11667
Tanezrouft 028,15000,1991,25.25306,0.14028
El Atchane 003,9000,1991,29.75944,4.20861
Seibert (b),8600,1991,39.27667,-102.88667
Patuxent Range 91501,8550.6,1991,-84.71667,-64.5
Pecora Escarpment 91011,7272.6,1991,-85.67367,-69.02959
Hidden Valley,7000,1991,-19.11667,145.41667
Hub,6452,1991,34.54,-102.59433
Pecora Escarpment 91012,6091.8,1991,-85.66741,-69.00537
Pecora Escarpment 91014,5768,1991,-85.67252,-68.97649
Tanezrouft 034,4720,1991,25.43472,-0.09028
Hughes 013,4000,1991,-30.66167,129.11667
Pecora Escarpment 91015,3965.9,1991,-85.67455,-69.00718
Pecora Escarpment 91010,3900.6,1991,-85.68838,-68.34058
Pecora Escarpment 91013,3413.1,1991,-85.67292,-68.98064
Pecora Escarpment 91016,3366.7,1991,-85.68834,-68.33712
Tanezrouft 011,3287,1991,25.53389,0.36306
Tanezrouft 032,3150,1991,25.37056,-0.0225
Acfer 219,2611,1991,27.52139,3.79139
Tanezrouft 010,2500,1991,26.07306,0.36833
Taouz 001,2430,1991,30.9,-4.23833
Acfer 228,2285,1991,27.57389,4.11972
Acfer 273,2110,1991,27.62194,4.45556
Acfer 244,2045,1991,27.52472,3.80972
Choolkooning 001,2000,1991,-29.91667,129.83333
Pecora Escarpment 91020,1748.6,1991,-85.53899,-70.71877
Tanezrouft 013,1480,1991,25.47556,0.70833
Pecora Escarpment 91017,1420.5,1991,-85.68836,-68.34063
O'Malley 001,1403,1991,-30.75,131.16667
Pecora Escarpment 91023,1402.3,1991,-85.68155,-68.4221
Acfer 223,1398,1991,27.54194,3.82778
El Atchane 008,1397,1991,30.06222,4.55722
Acfer 212,1340,1991,27.61278,3.71361
Acfer 200,1301,1991,27.50194,3.92111
Acfer 206,1229,1991,27.69083,4.37861
Muckera 005,1200,1991,-30.3695,130.05533
Wisconsin Range 91623,1180.5,1991,-86.53725,-123.12291
Pecora Escarpment 91019,1172.5,1991,-85.66871,-69.05194
Wisconsin Range 91603,1092.4,1991,-86.52673,-123.68588
Thiel Mountains 91701,1086,1991,-85.16247,-94.56929
Rooikop 001,1039,1991,-23.08333,14.715
Acfer 211,1009,1991,27.46472,3.78167
Tahara,1000,1991,34.72,137.305
Acfer 246,923,1991,27.69222,3.32167
Pecora Escarpment 91018,909.5,1991,-85.6884,-68.34108
Rooikop 002,903,1991,-23.08333,14.715
Rooikop 003,902,1991,-23.08333,14.715
Aguemour 005,859,1991,27.43583,4.63861
Sinawan 002,820,1991,30.91667,11.78333
Acfer 221,812,1991,27.5325,3.81361
LaPaz Icefield 91900,786.9,1991,-86.36667,-70
Old Homestead 001,783,1991,-31.16667,127.75
Glatton,767,1991,52.45972,-0.3
Acfer 268,764,1991,27.51389,3.87528
Wisconsin Range 91605,748.6,1991,-86.54488,-123.84895
Acfer 205,746,1991,27.7375,4.32806
Tanezrouft 012,736,1991,25.43694,0.49389
Acfer 232,725,1991,27.73944,4.32833
Acfer 210,720,1991,27.49722,3.87028
Pecora Escarpment 91022,718.2,1991,-85.68836,-68.34038
Pecora Escarpment 91025,711,1991,-85.68969,-68.57879
Pecora Escarpment 91026,702,1991,-85.60151,-68.46095
Acfer 237,673,1991,27.49167,3.83278
Thiel Mountains 91709,660.1,1991,-85.16204,-94.55162
Pecora Escarpment 91001,622.6,1991,-85.68251,-68.20314
Tanezrouft 025,621,1991,25.44028,0.07528
Acfer 234,621,1991,27.50111,4.09861
Patuxent Range 91502,620.4,1991,-84.78978,-62.2733
Pecora Escarpment 91024,616.9,1991,-85.63333,-68.7
Acfer 214,612,1991,27.69,4.37861
Pecora Escarpment 91028,594.2,1991,-85.69602,-68.99328
Wisconsin Range 91601,587.7,1991,-86.52222,-123.79341
Tanezrouft 018,576,1991,24.73444,0.20139
Muckera 016,538,1991,-30.21333,129.87333
El Atchane 007,538,1991,29.71,4.19028
Pecora Escarpment 91040,528.9,1991,-85.67764,-69.06243
Acfer 213,526,1991,27.68111,4.30694
Pecora Escarpment 91021,522.1,1991,-85.68853,-68.33784
Pecora Escarpment 91038,521.3,1991,-85.68694,-68.77006
Pecora Escarpment 91027,521.2,1991,-85.65518,-68.86379
Acfer 266,518,1991,27.72722,4.17056
Thiel Mountains 91710,514.7,1991,-85.16103,-94.55959
Acfer 208,510,1991,27.50472,3.88194
Pecora Escarpment 91041,502.6,1991,-85.66692,-68.14338
Wisconsin Range 91612,501,1991,-86.47899,-123.42924
Yarle Lakes 002,500,1991,-30.36417,131.3745
Pecora Escarpment 91039,492.7,1991,-85.68277,-68.84151
Thiel Mountains 91712,491.5,1991,-85.15794,-94.56984
Noblesville,483.7,1991,40.08528,-86.055
Acfer 209,475,1991,27.50472,3.88194
Muckera 017,472,1991,-30.21083,129.96833
Cook 011,471,1991,-30.23433,130.60067
Patuxent Range 91503,463.9,1991,-84.96584,-67.50881
Acfer 235,461,1991,27.51889,4.01667
Pecora Escarpment 91047,442.2,1991,-85.63333,-68.7
Wisconsin Range 91622,440.9,1991,-86.51327,-122.92858
Acfer 263,438,1991,27.69111,4.3375
Pecora Escarpment 91054,437.9,1991,-85.6946,-68.64606
Muckera 018,432,1991,-30.34533,130.1
Seemore Downs 001,429,1991,-30.58333,125.21667
Acfer 275,429,1991,27.63361,4.17306
Pecora Escarpment 91032,426.6,1991,-85.69123,-69.05888
Pecora Escarpment 91033,419.2,1991,-85.67545,-68.40593
Pecora Escarpment 91031,418.6,1991,-85.68501,-68.76003
Acfer 286,407,1991,27.79472,4.16722
Acfer 248,402,1991,27.63556,4.02528
Esperance,397,1991,-33.86667,121.91667
Acfer 202,389,1991,27.50889,4.60167
Pecora Escarpment 91057,386.6,1991,-85.68357,-68.85525
Acfer 250,382,1991,27.55139,3.74194
Tanezrouft 015,380,1991,25.43667,0.48806
Pecora Escarpment 91071,376,1991,-85.68025,-68.66945
Pecora Escarpment 91044,375,1991,-85.68773,-68.90424
Pecora Escarpment 91043,367.8,1991,-85.56014,-68.35152
Hughes 006,367,1991,-30.57,129.31467
Pecora Escarpment 91029,365.7,1991,-85.67981,-68.69615
Pecora Escarpment 91051,365.7,1991,-85.61264,-68.21796
Tanezrouft 014,365,1991,25.46306,0.70444
Acfer 194,361,1991,27.49944,3.68889
Pecora Escarpment 91048,352.6,1991,-85.63333,-68.7
Pecora Escarpment 91060,352.4,1991,-85.68265,-68.74337
Patuxent Range 91504,350.4,1991,-84.96515,-67.48303
Tanezrouft 017,347,1991,24.71861,0.20833
Acfer 240,342,1991,27.49833,3.69444
Pecora Escarpment 91034,341,1991,-85.68851,-69.01713
Tanezrouft 036,338,1991,25.49972,0.66194
Pecora Escarpment 91030,334.5,1991,-85.68565,-68.9372
Acfer 222,334,1991,27.54194,3.82778
Hughes 024,333,1991,-30.53367,129.42417
Pecora Escarpment 91062,332,1991,-85.69288,-67.6487
Pecora Escarpment 91075,331.7,1991,-85.67881,-69.06659
Pecora Escarpment 91058,330.4,1991,-85.67655,-68.69519
Reid 013,330,1991,-30.08333,128.91667
Acfer 229,325,1991,27.82611,4.24611
Acfer 242,318,1991,27.52111,3.77333
Pecora Escarpment 91064,317,1991,-85.68235,-68.76527
Pecora Escarpment 91056,314.6,1991,-85.66256,-68.32276
Acfer 238,311,1991,27.50361,3.67306
Thiel Mountains 91708,310.4,1991,-85.16518,-94.54688
Thiel Mountains 91702,304.7,1991,-85.16222,-94.57527
Hughes 004,304,1991,-30.58517,129.58667
Wisconsin Range 91614,299.7,1991,-86.13479,-123.96556
Pecora Escarpment 91046,298.7,1991,-85.69281,-69.06862
Acfer 270,298,1991,27.51861,3.85722
Acfer 216,293,1991,27.59972,4.90361
Acfer 203,292,1991,27.57806,4.36917
Pecora Escarpment 91052,290.9,1991,-85.69911,-68.96782
Hughes 005,284,1991,-30.60267,129.57528
Patuxent Range 91509,282.4,1991,-85.09565,-65.43677
Pecora Escarpment 91036,280.4,1991,-85.68666,-68.71251
Plains (d),280,1991,33.26667,-102.9
Pecora Escarpment 91076,276.8,1991,-85.68258,-68.84262
Pecora Escarpment 91067,276.5,1991,-85.68787,-68.90658
Thiel Mountains 91711,276.3,1991,-85.15777,-94.5713
Patuxent Range 91513,276,1991,-84.9617,-67.50455
Acfer 269,276,1991,27.51472,3.86556
Pecora Escarpment 91219,272.4,1991,-85.67656,-68.69178
Pecora Escarpment 91042,271,1991,-85.57038,-68.48992
Whitula Creek,271,1991,-25.31583,142.44467
Patuxent Range 91505,270.9,1991,-84.96347,-67.5315
Pecora Escarpment 91065,267.3,1991,-85.69303,-68.52676
Pecora Escarpment 91169,267.1,1991,-85.66216,-68.68403
